sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,dist,edist,host,caltype
SN2008bi,0.0134367,0.0143882,0.512,0.023,16.422,0.071,7.4,0.037,0.0037,5.73E-05,CSPI,Ia-91bg,0.972,0,0,0.579,0.129247824,-0.005041,10.27,10.38,10.48,-1,-1,NGC 2618,
SN2008bq,0.0339767,0.0344433,1.146,0.009,16.668,0.006,-0.2,0.0774,0.0077,2.27E-05,CSPI,Ia,0.983,0,0,0.045,0.009219544457,-3.60E-05,10.74,10.82,10.91,-1,-1,ESO 308-G25,
SN2008bt,0.0153533,0.0165796,0.492,0.008,16.236,0.009,-1.2,0.0445,0.0044,2.19E-05,CSPI,Ia-91bg,0.979,0,0,0.525,0.01345362405,-8.10E-05,10.7,10.85,10.91,-1,-1,NGC 3404,
SN2008bz,0.0602367,0.0613265,0.944,0.023,17.996,0.039,1.4,0.0226,0.0023,-3.25E-05,CSPI,Ia,0.957,0,0,-0.043,0.06420280368,-0.001521,10.44,10.5,10.56,-1,-1,2MASX J12385810+1107502,
SN2008cc,0.0103867,0.0101222,0.809,0.018,14.178,0.038,8.4,0.0355,0.0035,-1.65E-05,CSPI,Ia,0.965,0,0,0.16,0.06603029608,-0.001444,10.4,10.48,10.64,-1,-1,ESO 107-G4,
SN2008cd,0.0074067,0.0084623,1.08,0.144,17.147,0.073,9.3,0.0592,0.0059,3.70E-05,CSPI,Ia,0.87,0,0,1.662,0.1362130684,-0.005329,9.43,9.54,9.64,-1,-1,NGC 5038,
SN2008cf,0.0459682,0.0468269,1.093,0.036,17.046,0.038,0.9,0.0577,0.0058,-2.03E-05,CSPI,Ia,0.986,0,0,0.011,0.06280127387,-0.001444,8.59,8.73,8.97,-1,-1,,
SN2008ff,0.0191933,0.0186725,1.087,0.009,15.224,0.009,19.5,0.0436,0.0044,-3.87E-05,CSPI,Ia,0.981,0,0,0.179,0.01835755975,-8.10E-05,10.8,10.8,10.8,-1,-1,PGC 64319,
SN2008fl,0.0199,0.0194172,0.882,0.017,15.625,0.035,3,0.1569,0.0157,-5.00E-06,CSPI,Ia,0.982,0,0,0.056,0.05940538696,-0.001225,10.87,10.94,11.01,-1,-1,NGC 6805,
SN2008fp,0.00566,0.0062867,1.103,0.008,13.456,0.004,-5.5,0.1686,0.0169,1.42E-05,CSPI,Ia,0.944,0,0,0.48,0.006403124237,-1.60E-05,10.15,10.2,10.63,-1,-1,ESO 428-G14,
SN2008fr,0.0389733,0.0379062,1.043,0.026,16.833,0.044,7.8,0.0395,0.004,-0.0001108,CSPI,Ia,0.981,0,0,-0.01,0.07200694411,-0.001936,7.58,7.73,7.92,-1,-1,anonymous,
SN2008fu,0.05237,0.0518336,0.824,0.024,17.751,0.048,7,0.018,0.0018,-7.41E-06,CSPI,Ia,0.986,0,0,-0.034,0.08736704184,-0.002304,10.66,10.72,10.8,-1,-1,ESO 480-IG 021,
SN2008fw,0.0085433,0.0095066,1.117,0.024,13.918,0.039,9.1,0.1123,0.0112,5.90E-05,CSPI,Ia-91T,0.971,0,0,0.076,0.06580273551,-0.001521,10.31,10.49,10.61,-1,-1,NGC3261,
SN2008gg,0.0319933,0.0310658,1.058,0.026,16.422,0.039,3.5,0.0195,0.002,-7.73E-05,CSPI,Ia,0.984,0,0,0.15,0.06420280368,-0.001521,10.63,10.73,10.82,-1,-1,NGC 539,
SN2008gl,0.0339933,0.0329459,0.867,0.005,16.79,0.005,-2.9,0.0244,0.0024,7.81E-06,CSPI,Ia,0.977,0,0,0.028,0.007810249676,-2.50E-05,10.81,10.86,10.92,-1,-1,UGC 881,
SN2008go,0.0623667,0.0613133,0.938,0.018,18,0.006,-0.5,0.032,0.0032,-1.36E-06,CSPI,Ia,0.986,0,0,0.042,0.01,-3.60E-05,10.89,10.94,11,-1,-1,2MASX J22104396-2047256,
SN2008gp,0.03339,0.0328233,0.979,0.004,16.461,0.007,-10.6,0.1042,0.0104,1.15E-05,CSPI,Ia,0.985,0,0,-0.03,0.01063014581,-4.90E-05,10.64,10.73,10.79,-1,-1,MCG +00-9-74,
SN2008hj,0.0378667,0.0367224,1.008,0.005,16.791,0.005,-6.3,0.0303,0.003,6.41E-06,CSPI,Ia,0.983,0,0,-0.008,0.007071067812,-2.50E-05,10.2,10.4,10.69,-1,-1,MCG -02-01-014,
SN2008hu,0.0496656,0.050526,0.822,0.024,17.823,0.042,0.1,0.0921,0.0092,1.60E-05,CSPI,Ia,0.985,0,0,0.026,0.07,-0.001764,10.84,10.99,11.07,-1,-1,ESO 561-G18,
SN2008hv,0.01254,0.01358,0.869,0.004,14.787,0.007,-10.7,0.0279,0.0028,6.14E-06,CSPI,Ia,0.973,0,0,-0.046,0.01140175425,-4.90E-05,10.29,10.55,10.67,-1,-1,NGC 2765,
SN2008ia,0.0219833,0.02254,0.836,0.006,15.916,0.011,-3.7,0.1954,0.0195,1.68E-05,CSPI,Ia,0.983,0,0,-0.035,0.01555634919,-0.000121,10.54,10.77,11.23,-1,-1,ESO 125-6,
SN2009D,0.02499,0.024654,1.157,0.007,15.773,0.004,-6.4,0.0441,0.0044,1.33E-05,CSPI,Ia,0.984,0,0,-0.021,0.005656854249,-1.60E-05,10.35,10.43,10.5,-1,-1,ESO 549-G031,
SN2009F,0.0129467,0.01291,0.384,0.007,16.351,0.017,-4.9,0.0895,0.0089,1.81E-05,CSPI,Ia-91bg,0.97,0,0,0.557,0.02549509757,-0.000289,10.61,10.79,11.22,-1,-1,NGC 1725,
SN2009I,0.02615,0.0254309,1.083,0.035,17.53,0.012,-3.7,0.0272,0.0027,3.94E-05,CSPI,Ia,0.969,0,0,0.651,0.01843908891,-0.000144,10.53,10.74,10.88,-1,-1,NGC 1080,
SN2009P,0.0250867,0.0263202,1.082,0.042,16.617,0.013,-0.8,0.0415,0.0042,-2.60E-05,CSPI,Ia,0.982,0,0,0.405,0.02140093456,-0.000169,9.77,9.87,9.95,-1,-1,PGC 34730,
SN2009Y,0.0093467,0.0101034,1.143,0.01,13.846,0.009,-6.6,0.0873,0.0087,5.72E-05,CSPI,Ia,0.97,0,0,0.146,0.01204159458,-8.10E-05,10.66,10.76,10.95,33.094,0.205,N5728,c
SN2009aa,0.02729,0.0284814,0.944,0.004,16.32,0.008,-8.9,0.0295,0.0029,1.12E-05,CSPI,Ia,0.983,0,0,0.013,0.01204159458,-6.40E-05,10.1,10.6,10.8,-1,-1,ESO 570-G20,
SN2009ab,0.0111633,0.0108624,0.901,0.006,14.678,0.007,-9.1,0.1838,0.0184,7.00E-06,CSPI,Ia,0.959,0,0,0.035,0.01063014581,-4.90E-05,10.2,10.35,10.78,-1,-1,UGC 2998,
SN2009ad,0.02838,0.0283174,1.105,0.015,16.172,0.008,-7.7,0.0953,0.0095,3.78E-05,CSPI,Ia,0.984,0,0,0.031,0.0113137085,-6.40E-05,10.5,10.58,10.64,-1,-1,UGC 3236,
SN2009ag,0.0086333,0.0092477,0.967,0.005,14.459,0.009,-1.5,0.218,0.0218,3.60E-06,CSPI,Ia,0.97,0,0,0.149,0.0142126704,-8.10E-05,9.99,10.2,10.6,-1,-1,ESO 492-2,
SN2009al,0.02209,0.0232764,0.922,0.013,16.06,0.017,-3.3,0.0212,0.0021,1.75E-05,CSPI,Ia,0.98,0,0,0.186,0.02780287755,-0.000289,10.66,10.72,10.77,-1,-1,NGC3388,
SN2009cz,0.0211233,0.0219786,1.167,0.011,15.682,0.007,-5.8,0.0221,0.0022,3.06E-05,CSPI,Ia,0.982,0,0,0.019,0.009899494937,-4.90E-05,10.68,10.75,10.84,-1,-1,NGC 2789,
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.376,0.009,-8.7,0.0332,0.0033,5.45E-05,CSPI,Ia,0.982,0,0,0.106,0.01272792206,-8.10E-05,10.62,10.77,10.97,-1,-1,NGC 3905,
SN2009ig,0.0088,0.0080401,1.061,0.014,13.351,0.006,-1.8,0.0269,0.0027,-4.56E-05,,,,,,0.102,0.009219544457,-3.60E-05,10.35,10.35,10.35,32.563,0.074,N1015,c
SN2009le,0.0177733,0.017027,1.088,0.011,15.224,0.006,-10.1,0.0143,0.0014,-1.21E-05,CSPI,Ia,0.976,0,0,0.122,0.008485281374,-3.60E-05,10.66,10.84,11.31,-1,-1,ESO 478-6,
SN2011by,0.002843,0.003405,0.968,0.003,12.861,0.006,-12.7,0.0119,0.0012,1.07E-05,,,,,,-0.006,0.009219544457,-3.60E-05,9.47,9.47,9.47,31.635,0.089,N3972,c
SN2011fe,0.000803,0.0012072,0.97,0.002,9.996,0.004,-15.4,0.0077,0.0008,3.03E-06,,,,,,0.008,0.007211102551,-1.60E-05,10.23,10.23,10.23,29.178,0.041,M101,c
SN2011iy,0.0042633,0.0053357,1.038,0.006,11.91,0.007,15.6,0.0529,0.0053,-2.16E-05,CSPII,Ia,0.9,0,1,0.244,0.01220655562,-4.90E-05,10.21,10.39,10.83,-1,-1,NGC 4984,
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.722,0.005,-8.5,0.0322,0.0032,8.88E-06,CSPII,Ia,0.966,0,1,0.368,0.007810249676,-2.50E-05,10.02,10.09,10.16,-1,-1,NGC 4682,
SN2011jn,0.0474433,0.0485384,0.641,0.021,17.798,0.05,5.4,0.0593,0.0059,-9.85E-06,CSPII,Ia,0.982,1,0,0.121,0.08848163651,-0.0025,11.23,11.35,11.78,-1,-1,2MASX J12571157-1724344,
SN2011jt,0.02778,0.0284695,0.958,0.027,16.466,0.048,5.7,0.0386,0.0039,-0.0001334,CSPII,Ia,0.985,0,1,0.178,0.08241965785,-0.002304,10.25,10.39,10.52,-1,-1,CGCG 048-051,
SN2012E,0.0202367,0.019439,0.846,0.008,15.657,0.006,-1.5,0.0649,0.0065,1.93E-05,CSPII,Ia,0.982,0,1,0.011,0.009219544457,-3.60E-05,10.36,10.54,10.73,-1,-1,NGC 975,
SN2012G,0.0258,0.0268487,1.154,0.006,16.02,0.004,-0.2,0.0205,0.0021,8.95E-06,CSPII,Ia,0.973,0,1,-0.04,0.006403124237,-1.60E-05,9.58,9.73,9.84,-1,-1,IC 0803 NED01,
SN2012U,0.0197233,0.0193386,0.904,0.023,15.516,0.046,9.3,0.0227,0.0023,-4.10E-05,CSPII,Ia,0.975,0,1,-0.019,0.07963039621,-0.002116,10.38,10.56,10.74,-1,-1,ESO 153- G 020,
SN2012ah,0.0123933,0.0123697,0.904,0.022,14.521,0.043,4.6,0.1545,0.0155,-5.86E-05,CSPII,Ia,0.974,0,1,-0.075,0.07220110802,-0.001849,11.5,11.5,11.5,-1,-1,NGC 7637,
SN2012aq,0.0519633,0.0525508,0.995,0.018,17.57,0.037,6.7,0.0338,0.0034,-8.43E-06,CSPII,Ia,0.972,1,0,0.006,0.06300793601,-0.001369,7.63,7.77,8.01,-1,-1,SDSS J145405.13+220540.7,
SN2012ar,0.02824,0.028536,0.807,0.006,16.464,0.004,-1.6,0.2024,0.0202,3.88E-06,CSPII,Ia,0.982,1,1,0.033,0.006403124237,-1.60E-05,10.84,10.94,11.02,-1,-1,2MASX J16203650-1028061,
SN2012bl,0.0186933,0.0181998,1.08,0.016,15.167,0.006,-4.2,0.0297,0.003,-8.54E-07,CSPII,Ia,0.977,0,1,0.044,0.008485281374,-3.60E-05,9.85,10.09,10.24,-1,-1,ESO 234-019,
SN2012bo,0.0254133,0.0265314,1.154,0.007,16.164,0.004,-4.6,0.0447,0.0045,1.58E-05,CSPII,Ia,0.983,0,1,0.012,0.006403124237,-1.60E-05,10.15,10.32,10.4,-1,-1,NGC 4726,
SN2012cg,0.001458,0.0025798,1.013,0.007,11.925,0.005,-17.5,0.0179,0.0018,1.32E-05,,,,,,0.071,0.009433981132,-2.50E-05,9.6,9.7,9.8,30.844,0.128,N4424,c
SN2012fr,0.0054533,0.0051291,1.109,0.004,11.922,0.003,-12.7,0.0177,0.0018,5.43E-06,CSPII,Ia,0.981,0,1,0.013,0.005830951895,-9.00E-06,11.06,11.25,11.32,31.378,0.056,N1365,c
SN2012gm,0.01478,0.013553,0.987,0.004,15.174,0.003,-7.5,0.0393,0.0039,4.36E-06,CSPII,Ia,0.977,0,1,0.173,0.004242640687,-9.00E-06,9.9,10.01,10.08,-1,-1,NGC 7580,
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.776,0.005,-12.3,0.0228,0.0023,3.05E-06,CSPII,Ia,0.973,0,1,0.123,0.007810249676,-2.50E-05,10.38,10.44,10.54,-1,-1,IC 1657,
SN2012hl,0.0329772,0.0318991,0.928,0.022,17.388,0.007,-1.6,0.053,0.0053,1.20E-05,CSPII,Ia,0.939,0,0,0.344,0.01140175425,-4.90E-05,7.18,7.31,7.46,-1,-1,CSS J005017.69+243154.4,
SN2012hr,0.0075567,0.0078716,0.973,0.001,13.614,0.003,-9.4,0.0389,0.0039,1.77E-06,CSPII,Ia,0.966,0,1,0.009,0.004242640687,-9.00E-06,10.21,10.32,10.45,-1,-1,ESO 121- G 026,
SN2012ht,0.0035567,0.0046846,0.868,0.003,13.019,0.007,-13.3,0.0252,0.0025,8.03E-06,CSPII,Ia,,0,1,-0.016,0.009899494937,-4.90E-05,8.06,8.06,8.06,31.936,0.034,N3447,c
SN2012id,0.0157367,0.0155401,0.824,0.033,15.21,0.044,2.9,0.4255,0.0426,-5.81E-05,CSPII,Ia,0.977,0,1,0.055,0.07766595136,-0.001936,9.85,10.01,10.16,-1,-1,2MASX J04424248+1835003,
SN2012ij,0.01099,0.012107,0.536,0.008,15.262,0.012,-4.3,0.0235,0.0024,5.81E-05,CSPII,Ia,0.969,0,1,0.257,0.0162788206,-0.000144,9.8,9.94,10.11,-1,-1,CGCG 097-050,
SN2013E,0.0094067,0.0104565,1.129,0.004,13.692,0.003,-9.7,0.0843,0.0084,8.28E-06,CSPII,Ia,0.951,0,1,0.076,0.004242640687,-9.00E-06,9.83,9.96,9.99,-1,-1,IC 2532,
SN2013H,0.0154767,0.0158792,1.048,0.005,15.452,0.004,-10.5,0.1134,0.0113,-2.76E-06,CSPII,Ia,0.98,0,1,0.186,0.006403124237,-1.60E-05,10.32,10.5,10.6,-1,-1,ESO 036- G 019,
SN2013M,0.03493,0.0357427,0.941,0.005,16.593,0.007,-7.1,0.0719,0.0072,1.18E-05,CSPII,Ia,0.934,1,1,0.023,0.01303840481,-4.90E-05,10.73,10.9,11.04,-1,-1,ESO 325- G 043,
SN2013U,0.0344833,0.0356518,1.213,0.011,16.839,0.006,-3.9,0.0245,0.0025,1.38E-05,CSPII,Ia-91T,0.842,1,1,0.168,0.01,-3.60E-05,10.15,10.27,10.31,-1,-1,CGCG 008-023,
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.176,0.003,-4.8,0.1458,0.0146,2.43E-06,CSPII,Ia,0.888,0,1,-0.078,0.005,-9.00E-06,9.85,9.99,10.12,30.546,0.052,N5643,c
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.131,0.006,-2.7,0.3692,0.0369,1.14E-05,CSPII,Ia,0.639,1,0,-0.089,0.01,-3.60E-05,11.5,11.5,11.5,-1,-1,Anonymous,
SN2013aj,0.00912,0.0100653,0.794,0.005,14.038,0.006,-4.9,0.0316,0.0032,7.45E-06,CSPII,Ia,0.969,0,1,0.052,0.009219544457,-3.60E-05,9.82,9.99,10.38,-1,-1,NGC 5339,
SN2013as,0.0684526,0.0696439,1.007,0.021,18.329,0.039,4.7,0.0336,0.0034,-2.97E-05,CSPII,Ia,0.984,1,0,0.001,0.06580273551,-0.001521,8.43,8.59,8.95,-1,-1,Anonymous,
SN2013ay,0.0157167,0.0156526,0.495,0.019,15.754,0.047,7.5,0.0622,0.0062,-3.97E-05,CSPII,Ia,0.953,0,1,0.53,0.08348652586,-0.002209,10.64,10.72,10.82,-1,-1,IC 4745,
SN2013az,0.0372533,0.037464,0.767,0.028,17.145,0.041,2.4,0.0271,0.0027,-5.99E-05,CSPII,Ia,0.972,1,0,0.084,0.0694046108,-0.001681,10.93,10.99,11.07,-1,-1,ESO 306-016,
SN2013bc,0.02245,0.023528,0.482,0.022,17.436,0.039,0.8,0.0407,0.0041,-4.86E-06,CSPII,Ia,0.98,0,1,0.751,0.06580273551,-0.001521,10.28,10.47,10.55,-1,-1,IC 4209,
SN2013bz,0.01915,0.0201818,1.15,0.009,15.292,0.007,-5,0.0377,0.0038,3.51E-05,CSPII,Ia-91T,0.855,0,1,0.154,0.009899494937,-4.90E-05,9.94,9.98,10.04,-1,-1,2MASX J13265081-1001263,
SN2013cg,0.0079467,0.009009,0.966,0.024,13.761,0.044,4.8,0.0749,0.0075,-6.51E-05,CSPII,Ia,0.97,0,1,0.087,0.07602631123,-0.001936,9.98,10.13,10.27,-1,-1,NGC 2891,
SN2013ct,0.0038,0.0027369,1.002,0.006,11.779,0.006,22.7,0.0244,0.0024,4.72E-06,CSPII,Ia,0.944,0,1,0.064,0.01166190379,-3.60E-05,8.57,8.72,8.89,-1,-1,NGC 428,
SN2013dy,0.003889,0.0028843,1.091,0.007,12.538,0.003,-16.4,0.132,0.0132,3.99E-06,,,,,,0.209,0.005,-9.00E-06,9.09,9.09,9.09,31.628,0.125,N7250,c
SN2013fy,0.0308467,0.0301903,1.17,0.011,16.246,0.006,-5.7,0.023,0.0023,2.65E-05,CSPII,Ia,0.985,1,1,0.023,0.008485281374,-3.60E-05,10.77,10.86,10.96,-1,-1,ESO 287- G 040,
SN2013fz,0.0205933,0.0205517,1.016,0.004,15.412,0.003,-2.7,0.0119,0.0012,8.75E-07,CSPII,Ia,0.98,0,1,0.005,0.004242640687,-9.00E-06,10.61,10.69,10.77,-1,-1,NGC 1578,
SN2013gv,0.0340967,0.0334585,0.846,0.008,16.778,0.008,-6.3,0.1434,0.0143,3.10E-05,CSPII,Ia,0.973,1,1,-0.018,0.01204159458,-6.40E-05,11.16,11.27,11.56,-1,-1,IC 1890,
SN2013gy,0.0140133,0.0135587,0.911,0.003,14.705,0.004,-15.4,0.0485,0.0049,1.82E-06,CSPII,Ia,0.976,0,1,-0.008,0.006403124237,-1.60E-05,8.98,9,9.16,-1,-1,NGC 1418,
SN2013hh,0.01298,0.0141046,1.19,0.028,16.628,0.039,0.9,0.0247,0.0025,-3.93E-05,CSPII,Ia-91T,0.928,0,1,0.566,0.065,-0.001521,9.41,9.59,9.69,-1,-1,UGC 06483,
SN2013hn,0.01513,0.0160268,0.823,0.026,14.949,0.039,1.4,0.0529,0.0053,-1.13E-05,CSPII,Ia,0.98,0,1,-0.063,0.06661080993,-0.001521,10.84,10.99,11.07,-1,-1,IC 4329,
SN2014D,0.0081733,0.0092489,0.958,0.023,16.685,0.041,2.7,0.0257,0.0026,-4.69E-05,CSPII,Ia,0.039,0,1,0.566,0.0694046108,-0.001681,8.15,8.26,8.38,-1,-1,UGC 07170,
SN2014I,0.0299933,0.0302041,0.913,0.003,16.284,0.004,-7.2,0.0207,0.0021,2.19E-06,CSPII,Ia,0.98,1,1,0.012,0.006403124237,-1.60E-05,10.76,10.9,11.31,-1,-1,ESO 487-G36,
SN2014Z,0.02126,0.0209246,0.992,0.03,15.55,0.036,2,0.0246,0.0025,-5.84E-05,CSPII,Ia,0.983,0,1,-0.01,0.06080296045,-0.001296,10.66,10.75,10.81,-1,-1,ESO 114- G 004,
SN2014ao,0.0140733,0.015028,0.888,0.006,16.31,0.005,-1.7,0.0282,0.0028,1.55E-06,CSPII,Ia,0.979,0,1,0.609,0.007810249676,-2.50E-05,10.47,10.57,10.74,-1,-1,NGC 2615,
SN2014at,0.03222,0.031543,0.95,0.003,16.423,0.004,-5.5,0.0164,0.0016,6.08E-06,CSPII,Ia,0.984,1,1,-0.034,0.006403124237,-1.60E-05,11.08,11.25,11.4,-1,-1,NGC7119,
SN2014ba,0.0058367,0.0049902,0.338,0.02,15.177,0.058,6.8,0.0102,0.001,-4.48E-05,CSPII,Ia-91bg,0.954,0,1,0.944,0.09402127419,-0.003364,10.56,10.64,11.06,-1,-1,NGC 7410,
SN2014dl,0.0329433,0.0331433,1.206,0.011,16.011,0.005,-7.7,0.0547,0.0055,2.26E-05,CSPII,Ia-91T,0.694,1,0,0.02,0.007810249676,-2.50E-05,9.19,9.48,9.68,-1,-1,UGC 10414,
SN2014dn,0.0221733,0.0221408,0.466,0.005,17.007,0.006,-0.3,0.0161,0.0016,2.28E-06,CSPII,Ia,0.982,0,0,0.653,0.01,-3.60E-05,10.58,10.65,10.72,-1,-1,IC 2060,
SN2014eg,0.01862,0.018331,1.177,0.01,15.255,0.006,-5.9,0.0257,0.0026,2.07E-05,CSPII,Ia-91T,0.947,0,1,0.257,0.009219544457,-3.60E-05,11.47,11.62,11.73,-1,-1,ESO 154- G 010,
SN2015F,0.0048867,0.0052804,0.887,0.003,12.695,0.004,-14.6,0.1749,0.0175,2.94E-06,CSPII,Ia,0.987,0,1,0.058,0.007211102551,-1.60E-05,10.97,10.97,10.97,31.45,0.064,N2442,c
SNhunt281,0.0040667,0.004706,0.693,0.003,13.65,0.005,-12,0.0454,0.0045,4.96E-06,CSPII,Ia,0.947,0,1,0.045,0.007071067812,-2.50E-05,9.66,9.75,9.85,-1,-1,NGC 5839,