sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,Ho,eHo,method,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,m,ml,mu,sample,subtype,quality,caltype
SN2006et,0.0221567,0.0216467,1.181,0.006,15.973,0.005,-7.5,0.0165,0.0017,7.139e-07,,,,0.142,0.007,2.5e-05,N/A,-1.0,-1.0,,,10.8,10.7,10.88,CSPI,Ia,0.983,none
SN2006ev,0.0287133,0.0276,0.84,0.021,17.162,0.056,3.7,0.0759,0.0076,-1.959e-05,,,,0.179,0.069,0.003136,N/A,-1.0,-1.0,,,10.75,10.65,10.91,CSPI,Ia,0.924,none
SN2006fw,0.0829433,0.0819867,0.901,0.051,19.089,0.048,-2.3,0.028,0.0028,0.0005528,,,,0.109,0.065,0.002304,N/A,-1.0,-1.0,,,9.42,9.32,9.62,CSPI,Ia,0.001,none
SN2006gj,0.0283333,0.0269667,0.709,0.007,17.669,0.009,-1.8,0.0705,0.007,2.585e-06,,,,0.297,0.012,8.1e-05,N/A,-1.0,-1.0,,,10.53,10.36,10.6,CSPI,Ia,0.983,none
SN2006gt,0.04474,0.0436433,0.565,0.009,18.224,0.012,-2.3,0.0323,0.0032,1.414e-05,,,,0.257,0.016,0.000144,N/A,-1.0,-1.0,,,9.93,9.87,9.94,CSPI,Ia-91bg,0.982,none
SN2006hb,0.0153333,0.0153367,0.682,0.018,15.587,0.052,4.3,0.0236,0.0024,-1.568e-05,,,,0.186,0.064,0.002704,N/A,-1.0,-1.0,,,10.22,10.05,10.39,CSPI,Ia-86G,0.98,none
SN2006hx,0.0454633,0.0444033,0.98,0.012,17.534,0.026,-9.2,0.0256,0.0026,0.0001176,,,,0.113,0.035,0.000676,N/A,-1.0,-1.0,,,10.31,10.12,10.44,CSPI,Ia,0.981,none
SN2006is,0.0313333,0.03142,1.093,0.036,16.176,0.053,0.4,0.029,0.0029,-9.504e-05,,,,0.038,0.066,0.002809,N/A,-1.0,-1.0,,,7.1,6.68,7.41,CSPI,Ia,0.983,none
SN2006kf,0.0212867,0.0208,0.771,0.005,15.973,0.007,-4.8,0.2097,0.021,6.405e-06,,,,0.024,0.009,4.9e-05,N/A,-1.0,-1.0,,,10.82,10.59,10.9,CSPI,Ia,0.981,none
SN2006lu,0.0533667,0.0543967,1.003,0.019,17.548,0.053,5.0,0.0986,0.0099,-1.937e-05,,,,-0.019,0.066,0.002809,N/A,-1.0,-1.0,,,10.29,10.22,10.37,CSPI,Ia,0.984,none
SN2006mr,0.0058667,0.00551,0.333,0.004,15.315,0.021,-4.4,0.0179,0.0018,1.36e-05,,,,0.728,0.028,0.000441,N/A,-1.0,-1.0,,,11.19,10.79,11.38,CSPI,Ia-91bg,0.947,none
SN2006ob,0.0591967,0.0582567,0.739,0.009,18.288,0.012,-3.1,0.0285,0.0029,2.546e-05,,,,0.124,0.016,0.000144,N/A,-1.0,-1.0,,,11.26,11.08,11.33,CSPI,Ia,0.986,none
SN2006os,0.0327867,0.03208,0.941,0.02,17.615,0.052,0.9,0.1254,0.0125,-1.266e-05,,,,0.318,0.065,0.002704,N/A,-1.0,-1.0,,,10.81,10.66,10.87,CSPI,Ia,0.982,none
SN2006py,0.05786,0.0566433,0.966,0.018,17.917,0.016,-1.6,0.0518,0.0052,8.373e-05,,,,0.086,0.021,0.000256,N/A,-1.0,-1.0,,,9.1,8.94,9.24,CSPI,Ia,0.968,none
SN2007A,0.0176333,0.0164633,1.05,0.02,15.719,0.008,-4.6,0.0631,0.0063,8.175e-05,,,,0.202,0.01,6.4e-05,N/A,-1.0,-1.0,,,10.57,10.57,10.57,CSPI,Ia,0.98,none
SN2007N,0.01287,0.014,0.376,0.006,18.051,0.019,-0.6,0.0343,0.0034,2.231e-05,,,,0.953,0.024,0.000361,N/A,-1.0,-1.0,,,10.19,10.1,10.57,CSPI,Ia-91bg,0.976,none
SN2007S,0.01387,0.0150233,1.186,0.007,15.794,0.009,-10.8,0.0224,0.0022,2.014e-06,,,,0.366,0.011,8.1e-05,N/A,-1.0,-1.0,,,9.98,9.63,10.16,CSPI,Ia-91T,0.973,none
SN2007ai,0.03164,0.0319867,1.223,0.013,17.023,0.01,-0.7,0.286,0.0286,-1.578e-05,,,,0.183,0.013,0.0001,N/A,-1.0,-1.0,,,9.91,9.76,10.18,CSPI,Ia-91T,0.985,none
SN2007al,0.0121133,0.0132629,0.383,0.006,17.32,0.021,-0.2,0.036,0.0036,1.49e-05,,,,0.693,0.026,0.000441,N/A,-1.0,-1.0,,,9.47,9.33,9.91,CSPI,Ia-91bg,0.971,none
SN2007as,0.01756,0.0178967,0.889,0.004,15.489,0.007,-0.5,0.1229,0.0123,4.199e-07,,,,0.08,0.009,4.9e-05,N/A,-1.0,-1.0,,,10.36,10.24,10.43,CSPI,Ia,0.98,none
SN2007ax,0.0068567,0.0076367,0.353,0.01,16.189,0.023,-2.9,0.0446,0.0045,6.217e-05,,,,0.682,0.03,0.000529,N/A,-1.0,-1.0,,,10.23,10.13,10.29,CSPI,Ia-91bg,0.924,none
SN2007ba,0.0384867,0.0390533,0.568,0.008,17.763,0.015,-7.1,0.0315,0.0032,2.58e-05,,,,0.327,0.019,0.000225,N/A,-1.0,-1.0,,,10.99,10.9,11.06,CSPI,Ia-91bg,0.796,none
SN2007bc,0.0207567,0.02185,0.907,0.005,15.858,0.007,-2.9,0.0186,0.0019,2.311e-06,,,,0.033,0.009,4.9e-05,N/A,-1.0,-1.0,,,10.73,10.65,10.78,CSPI,Ia,0.983,none
SN2007bd,0.0309967,0.0318267,0.917,0.006,16.567,0.012,-9.6,0.0289,0.0029,2.446e-05,,,,-0.001,0.016,0.000144,N/A,-1.0,-1.0,,,10.82,10.68,10.89,CSPI,Ia,0.984,none
SN2007bm,0.0062067,0.00744,0.906,0.005,14.425,0.007,-0.8,0.0354,0.0035,9.198e-07,,,,0.421,0.009,4.9e-05,N/A,-1.0,-1.0,,,10.27,10.09,10.72,CSPI,Ia,0.958,none
SN2007ca,0.0140567,0.01507,1.078,0.012,15.89,0.007,-9.0,0.057,0.0057,1.67e-05,,,,0.26,0.009,4.9e-05,N/A,-1.0,-1.0,,,9.69,9.52,9.74,CSPI,Ia,0.979,none
SN2007cg,0.0331733,0.0341676,1.07,0.049,18.202,0.074,8.1,0.0686,0.0069,-0.0004922,,,,0.684,0.093,0.005476,N/A,-1.0,-1.0,,,10.37,10.33,10.43,CSPI,Ia,0.39,none
SN2007hj,0.0141033,0.0128818,0.633,0.005,15.632,0.008,-1.6,0.0747,0.0075,3.236e-06,,,,0.215,0.01,6.4e-05,N/A,-1.0,-1.0,,,10.45,10.3,10.89,CSPI,Ia,0.961,none
SN2007hx,0.07976,0.0788733,1.006,0.028,19.261,0.06,0.3,0.0299,0.003,-2.703e-05,,,,0.214,0.074,0.0036,N/A,-1.0,-1.0,,,10.55,10.45,10.62,CSPI,Ia,0.985,none
SN2007jd,0.0725833,0.0719112,0.891,0.036,18.848,0.064,0.2,0.066,0.0066,-0.0001294,,,,0.098,0.081,0.004096,N/A,-1.0,-1.0,,,10.13,9.93,10.18,CSPI,Ia,0.942,none
SN2007jg,0.0371067,0.0365767,0.939,0.006,17.26,0.008,-3.0,0.0904,0.009,1.487e-05,,,,0.028,0.01,6.4e-05,N/A,-1.0,-1.0,,,8.1,7.95,8.22,CSPI,Ia,0.974,none
SN2007jh,0.0407667,0.0402667,0.599,0.015,18.305,0.02,-2.9,0.0902,0.009,6.818e-05,,,,0.272,0.026,0.0004,N/A,-1.0,-1.0,,,10.99,10.89,11.04,CSPI,Ia-86G,0.981,none
SN2007le,0.0067167,0.0055233,1.02,0.004,13.891,0.005,-6.7,0.0287,0.0029,6.009e-06,,,,0.292,0.006,2.5e-05,N/A,-1.0,-1.0,,,9.85,9.71,10.16,CSPI,Ia,0.955,none
SN2007mm,0.066354,0.0688733,0.516,0.014,19.684,0.026,-7.1,0.0313,0.0031,3.992e-05,,,,0.44,0.032,0.000676,N/A,-1.0,-1.0,,,11.36,11.36,11.36,CSPI,Ia-86G,0.983,none
SN2007nq,0.045,0.0439033,0.769,0.006,17.431,0.009,-1.3,0.0312,0.0031,1.885e-07,,,,0.056,0.011,8.1e-05,N/A,-1.0,-1.0,,,11.21,11.15,11.28,CSPI,Ia,0.952,none
SN2007ol,0.05587,0.054882,0.701,0.032,18.063,0.018,-3.5,0.0215,0.0022,0.0002758,,,,-0.063,0.028,0.000324,N/A,-1.0,-1.0,,,9.82,9.71,9.93,CSPI,Ia,0.972,none
SN2007on,0.00649,0.0061833,0.589,0.003,13.032,0.009,-8.4,0.0098,0.001,6.047e-06,,,,0.115,0.012,8.1e-05,N/A,-1.0,-1.0,,,11.04,10.779999732971191,11.449999809265137,CSPI,Ia,0.957,none
SN2007so,0.0296667,0.0289285,0.925,0.009,16.343,0.066,24.1,0.1161,0.0116,9.643e-05,,,,0.014,0.076,0.004356,N/A,-1.0,-1.0,,,10.97,10.89,11.07,CSPI,Ia,,none
SN2007st,0.0211667,0.0206508,0.863,0.022,15.839,0.066,4.3,0.0143,0.0014,-7.715e-05,,,,0.149,0.083,0.004356,N/A,-1.0,-1.0,,,10.95,10.85,11.4,CSPI,Ia,0.951,none
SN2007ux,0.0308933,0.031996,0.628,0.006,17.407,0.008,-0.3,0.0386,0.0039,-1.053e-05,,,,0.21,0.01,6.4e-05,N/A,-1.0,-1.0,,,10.3,10.23,10.34,CSPI,Ia-86G,0.981,none
SN2008C,0.01661,0.0170667,0.967,0.024,15.668,0.06,3.4,0.072,0.0072,-6.754e-05,,,,0.167,0.074,0.0036,N/A,-1.0,-1.0,,,10.49,10.35,10.55,CSPI,Ia,0.981,none
SN2008O,0.03883,0.039318,0.688,0.01,18.149,0.013,-1.3,0.0763,0.0076,3.342e-07,,,,0.313,0.016,0.000169,N/A,-1.0,-1.0,,,11.33,11.12,11.59,CSPI,Ia,0.986,none
SN2008R,0.0134933,0.0128867,0.632,0.006,15.27,0.008,-1.4,0.0618,0.0062,1.943e-06,,,,0.12,0.011,6.4e-05,N/A,-1.0,-1.0,,,11.25,11.069999694824219,11.3100004196167,CSPI,Ia,0.976,none
SN2008ar,0.02613,0.0272474,0.976,0.004,16.232,0.009,-7.1,0.0311,0.0031,1.942e-05,,,,0.008,0.011,8.1e-05,N/A,-1.0,-1.0,,,10.21,10.11,10.28,CSPI,Ia,0.984,none
SN2008bc,0.0150767,0.0157067,1.057,0.005,14.748,0.004,-8.1,0.2251,0.0225,6.223e-06,,,,-0.028,0.006,1.6e-05,N/A,-1.0,-1.0,,,10.1,9.95,10.23,CSPI,Ia,0.979,none
SN2008bd,0.0300833,0.0312803,0.66,0.038,17.675,0.052,16.3,0.0751,0.0075,-0.0005821,,,,0.339,0.067,0.002704,N/A,-1.0,-1.0,,,11.07,10.99,11.13,CSPI,Ia-91bg,,none
SN2008bf,0.0234837,0.0245538,1.019,0.004,15.711,0.005,-7.2,0.0296,0.003,8.315e-06,,,,-0.046,0.006,2.5e-05,N/A,-1.0,-1.0,,,11.4,11.4,11.4,CSPI,Ia,0.982,none
SN2008bi,0.0134367,0.0143882,0.512,0.022,17.044,0.103,7.3,0.037,0.0037,5.169e-05,,,,0.591,0.123,0.010609,N/A,-1.0,-1.0,,,10.38,10.27,10.48,CSPI,Ia-91bg,0.972,none
SN2008bq,0.0339767,0.0344433,1.153,0.009,16.711,0.007,-0.2,0.0774,0.0077,-2.175e-05,,,,0.04,0.009,4.9e-05,N/A,-1.0,-1.0,,,10.82,10.74,10.91,CSPI,Ia,0.983,none
SN2008bt,0.0153533,0.0165796,0.498,0.008,16.757,0.01,-1.1,0.0445,0.0044,5.945e-06,,,,0.508,0.013,0.0001,N/A,-1.0,-1.0,,,10.85,10.7,10.91,CSPI,Ia-91bg,0.979,none
SN2008bz,0.0602367,0.0613265,0.948,0.023,17.952,0.051,1.4,0.0226,0.0023,-3.339e-05,,,,-0.044,0.064,0.002601,N/A,-1.0,-1.0,,,10.5,10.44,10.56,CSPI,Ia,0.957,none
SN2008cc,0.0103867,0.0101222,0.813,0.018,14.334,0.053,8.5,0.0355,0.0035,-2.788e-05,,,,0.158,0.065,0.002809,N/A,-1.0,-1.0,,,10.48,10.4,10.64,CSPI,Ia,0.965,none
SN2008cd,0.0074067,0.0084623,1.08,0.144,18.809,0.115,9.3,0.0592,0.0059,-0.003924,,,,1.662,0.136,0.013225,N/A,-1.0,-1.0,,,9.54,9.43,9.64,CSPI,Ia,0.87,none
SN2008cf,0.0459682,0.0468269,1.092,0.035,17.061,0.05,0.8,0.0577,0.0058,-6.784e-05,,,,0.009,0.062,0.0025,N/A,-1.0,-1.0,,,8.73,8.59,8.97,CSPI,Ia,0.986,none
SN2008ff,0.0191933,0.0186725,1.083,0.009,15.401,0.015,19.5,0.0436,0.0044,-3.539e-05,,,,0.177,0.017,0.000225,N/A,-1.0,-1.0,,,10.8,10.8,10.8,CSPI,Ia,0.981,none
SN2008fl,0.0199,0.0194172,0.883,0.017,15.682,0.048,3.0,0.1569,0.0157,-8.998e-06,,,,0.056,0.059,0.002304,N/A,-1.0,-1.0,,,10.94,10.87,11.01,CSPI,Ia,0.982,none
SN2008fp,0.00566,0.0062867,1.108,0.008,13.936,0.005,-5.5,0.1686,0.0169,1.326e-06,,,,0.479,0.007,2.5e-05,N/A,-1.0,-1.0,,,10.2,10.15,10.63,CSPI,Ia,0.944,none
SN2008fr,0.0389733,0.0379062,1.035,0.023,16.826,0.055,7.6,0.0395,0.004,-3.986e-05,,,,-0.014,0.069,0.003025,N/A,-1.0,-1.0,,,7.73,7.58,7.92,CSPI,Ia,0.981,none
SN2008fu,0.05237,0.0518336,0.822,0.024,17.742,0.072,6.8,0.018,0.0018,-0.0001104,,,,-0.021,0.087,0.005184,N/A,-1.0,-1.0,,,10.72,10.66,10.8,CSPI,Ia,0.986,none
SN2008fw,0.0085433,0.0095066,1.117,0.023,13.992,0.052,9.1,0.1123,0.0112,-4.231e-05,,,,0.076,0.065,0.002704,N/A,-1.0,-1.0,,,10.49,10.31,10.61,CSPI,Ia-91T,0.971,none
SN2008gg,0.0319933,0.0310658,1.054,0.025,16.574,0.05,3.4,0.0195,0.002,-4.859e-05,,,,0.149,0.063,0.0025,N/A,-1.0,-1.0,,,10.73,10.63,10.82,CSPI,Ia,0.984,none
SN2008gl,0.0339933,0.0329459,0.867,0.005,16.818,0.006,-2.9,0.0244,0.0024,4.414e-06,,,,0.028,0.008,3.6e-05,N/A,-1.0,-1.0,,,10.86,10.81,10.92,CSPI,Ia,0.977,none
SN2008go,0.0623667,0.0613133,0.939,0.018,18.041,0.008,-0.5,0.032,0.0032,2.488e-06,,,,0.04,0.01,6.4e-05,N/A,-1.0,-1.0,,,10.94,10.89,11.0,CSPI,Ia,0.986,none
SN2008gp,0.03339,0.0328233,0.979,0.004,16.431,0.008,-10.6,0.1042,0.0104,8.298e-06,,,,-0.031,0.011,6.4e-05,N/A,-1.0,-1.0,,,10.73,10.64,10.79,CSPI,Ia,0.985,none
SN2008hj,0.0378667,0.0367224,1.008,0.005,16.783,0.005,-6.3,0.0303,0.003,9.609e-06,,,,-0.008,0.007,2.5e-05,N/A,-1.0,-1.0,,,10.4,10.2,10.69,CSPI,Ia,0.983,none
SN2008hu,0.0496656,0.050526,0.827,0.023,17.848,0.056,0.2,0.0921,0.0092,-2.648e-05,,,,0.021,0.07,0.003136,N/A,-1.0,-1.0,,,10.99,10.84,11.07,CSPI,Ia,0.985,none
SN2008hv,0.01254,0.01358,0.867,0.004,14.74,0.009,-10.7,0.0279,0.0028,9.466e-06,,,,-0.047,0.011,8.1e-05,N/A,-1.0,-1.0,,,10.55,10.29,10.67,CSPI,Ia,0.973,none
SN2008ia,0.0219833,0.02254,0.834,0.006,15.88,0.011,-3.7,0.1954,0.0195,8.762e-06,,,,-0.035,0.016,0.000121,N/A,-1.0,-1.0,,,10.77,10.539999961853027,11.229999542236328,CSPI,Ia,0.983,none
SN2009D,0.02499,0.024654,1.159,0.007,15.752,0.004,-6.5,0.0441,0.0044,-8.095e-07,,,,-0.021,0.006,1.6e-05,N/A,-1.0,-1.0,,,10.43,10.35,10.5,CSPI,Ia,0.984,none
SN2009F,0.0129467,0.01291,0.386,0.007,16.91,0.019,-4.8,0.0895,0.0089,2.457e-05,,,,0.551,0.025,0.000361,N/A,-1.0,-1.0,,,10.79,10.61,11.22,CSPI,Ia-91bg,0.97,none
SN2009I,0.02615,0.0254309,1.089,0.03,18.181,0.013,-3.6,0.0272,0.0027,-1.198e-05,,,,0.651,0.017,0.000169,N/A,-1.0,-1.0,,,10.74,10.53,10.88,CSPI,Ia,0.969,none
SN2009P,0.0250867,0.0263202,1.08,0.042,17.023,0.017,-0.9,0.0415,0.0042,-0.0001906,,,,0.406,0.021,0.000289,N/A,-1.0,-1.0,,,9.87,9.77,9.95,CSPI,Ia,0.982,none
SN2009Y,0.0093467,0.0101034,0.993,0.005,13.966,0.007,-6.9,0.0873,0.0087,9.033e-06,,,,0.148,0.01,4.9e-05,N/A,-1.0,-1.0,,,10.76,10.66,10.95,CSPI,Ia,0.97,none
SN2009aa,0.02729,0.0284814,0.944,0.004,16.333,0.009,-8.9,0.0295,0.0029,8.65e-06,,,,0.013,0.012,8.1e-05,N/A,-1.0,-1.0,,,10.6,10.1,10.8,CSPI,Ia,0.983,none
SN2009ab,0.0111633,0.0108624,0.903,0.006,14.713,0.008,-9.1,0.1838,0.0184,1.606e-05,,,,0.035,0.011,6.4e-05,N/A,-1.0,-1.0,,,10.35,10.2,10.78,CSPI,Ia,0.959,none
SN2009ad,0.02838,0.0283174,1.107,0.014,16.203,0.008,-7.7,0.0953,0.0095,9.946e-06,,,,0.032,0.011,6.4e-05,N/A,-1.0,-1.0,,,10.58,10.5,10.64,CSPI,Ia,0.984,none
SN2009ag,0.0086333,0.0092477,0.966,0.005,14.609,0.011,-1.5,0.218,0.0218,4.109e-06,,,,0.149,0.014,0.000121,N/A,-1.0,-1.0,,,10.2,9.99,10.6,CSPI,Ia,0.97,none
SN2009al,0.02209,0.0232764,0.92,0.013,16.246,0.022,-3.4,0.0212,0.0021,5.282e-05,,,,0.186,0.028,0.000484,N/A,-1.0,-1.0,,,10.72,10.66,10.77,CSPI,Ia,0.98,none
SN2009cz,0.0211233,0.0219786,1.173,0.011,15.7,0.008,-5.9,0.0221,0.0022,-1.703e-06,,,,0.017,0.011,6.4e-05,N/A,-1.0,-1.0,,,10.75,10.68,10.84,CSPI,Ia,0.982,none
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.482,0.009,-8.7,0.0332,0.0033,4.033e-06,,,,0.107,0.013,8.1e-05,N/A,-1.0,-1.0,,,10.77,10.62,10.97,CSPI,Ia,0.982,none
SN2009le,0.0177733,0.017027,1.087,0.011,15.346,0.006,-10.1,0.0143,0.0014,9.491e-06,,,,0.122,0.008,3.6e-05,N/A,-1.0,-1.0,,,10.84,10.66,11.31,CSPI,Ia,0.976,none
SN2011iy,0.0042633,0.0053357,1.033,0.005,12.158,0.01,15.4,0.0529,0.0053,-4.239e-06,,,,0.244,0.012,0.0001,N/A,-1.0,-1.0,,,10.39,10.21,10.83,CSPII,Ia,0.9,none
SN2011jh,0.0077833,0.0089154,0.789,0.005,15.089,0.006,-8.5,0.0322,0.0032,1.191e-05,,,,0.367,0.008,3.6e-05,N/A,-1.0,-1.0,,,10.09,10.02,10.16,CSPII,Ia,0.966,none
SN2011jn,0.0474433,0.0485384,0.644,0.02,17.953,0.069,5.2,0.0593,0.0059,-5.09e-05,,,,0.137,0.083,0.004761,N/A,-1.0,-1.0,,,11.35,11.23,11.78,CSPII,Ia,0.982,none
SN2011jt,0.02778,0.0284695,0.955,0.027,16.646,0.068,5.6,0.0386,0.0039,-0.0001555,,,,0.149,0.084,0.004624,N/A,-1.0,-1.0,,,10.39,10.25,10.52,CSPII,Ia,0.985,none
SN2012E,0.0202367,0.019439,0.846,0.008,15.668,0.007,-1.5,0.0649,0.0065,-9.681e-07,,,,0.011,0.009,4.9e-05,N/A,-1.0,-1.0,,,10.54,10.36,10.73,CSPII,Ia,0.982,none
SN2012G,0.0258,0.0268487,1.158,0.006,15.977,0.005,-0.3,0.0205,0.0021,-1.045e-05,,,,-0.043,0.006,2.5e-05,N/A,-1.0,-1.0,,,9.73,9.58,9.84,CSPII,Ia,0.973,none
SN2012U,0.0197233,0.0193386,0.905,0.023,15.499,0.065,9.3,0.0227,0.0023,-7.773e-06,,,,-0.018,0.08,0.004225,N/A,-1.0,-1.0,,,10.56,10.38,10.74,CSPII,Ia,0.975,none
SN2012ah,0.0123933,0.0123697,0.905,0.022,14.446,0.058,4.6,0.1545,0.0155,-6.381e-05,,,,-0.075,0.072,0.003364,N/A,-1.0,-1.0,,,11.5,11.5,11.5,CSPII,Ia,0.974,none
SN2012aq,0.0519633,0.0525508,0.996,0.018,17.572,0.051,6.7,0.0338,0.0034,-7.683e-06,,,,0.004,0.063,0.002601,N/A,-1.0,-1.0,,,7.77,7.63,8.01,CSPII,Ia,0.972,none
SN2012ar,0.02824,0.028536,0.809,0.006,16.498,0.005,-1.6,0.2024,0.0202,-1.547e-06,,,,0.032,0.006,2.5e-05,N/A,-1.0,-1.0,,,10.94,10.84,11.02,CSPII,Ia,0.982,none
SN2012bl,0.0186933,0.0181998,1.081,0.016,15.211,0.006,-4.2,0.0297,0.003,2.848e-06,,,,0.044,0.008,3.6e-05,N/A,-1.0,-1.0,,,10.09,9.85,10.24,CSPII,Ia,0.977,none
SN2012bo,0.0254133,0.0265314,1.16,0.007,16.176,0.004,-4.6,0.0447,0.0045,-4.443e-06,,,,0.009,0.006,1.6e-05,N/A,-1.0,-1.0,,,10.32,10.15,10.4,CSPII,Ia,0.983,none
SN2012gm,0.01478,0.013553,0.987,0.004,15.347,0.003,-7.5,0.0393,0.0039,4.644e-06,,,,0.172,0.004,9e-06,N/A,-1.0,-1.0,,,10.01,9.9,10.08,CSPII,Ia,0.977,none
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.899,0.006,-12.3,0.0228,0.0023,8.42e-06,,,,0.122,0.008,3.6e-05,N/A,-1.0,-1.0,,,10.44,10.38,10.54,CSPII,Ia,0.973,none
SN2012hl,0.0329772,0.0318991,0.927,0.022,17.731,0.009,-1.6,0.053,0.0053,3.482e-05,,,,0.343,0.011,8.1e-05,N/A,-1.0,-1.0,,,7.31,7.18,7.46,CSPII,Ia,0.939,none
SN2012hr,0.0075567,0.0078716,0.973,0.001,13.623,0.003,-9.4,0.0389,0.0039,1.374e-06,,,,0.009,0.004,9e-06,N/A,-1.0,-1.0,,,10.32,10.21,10.45,CSPII,Ia,0.966,none
SN2012id,0.0157367,0.0155401,0.824,0.033,15.264,0.064,2.9,0.4255,0.0426,-0.0002267,,,,0.055,0.078,0.004096,N/A,-1.0,-1.0,,,10.01,9.85,10.16,CSPII,Ia,0.977,none
SN2012ij,0.01099,0.012107,0.536,0.008,15.52,0.012,-4.2,0.0235,0.0024,2.708e-05,,,,0.257,0.017,0.000144,N/A,-1.0,-1.0,,,9.94,9.8,10.11,CSPII,Ia,0.969,none
SN2013E,0.0094067,0.0104565,1.131,0.004,13.768,0.003,-9.8,0.0843,0.0084,-5.178e-08,,,,0.075,0.004,9e-06,N/A,-1.0,-1.0,,,9.96,9.83,9.99,CSPII,Ia,0.951,none
