sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
LSQ14ahc,0.0508648,0.0517592,1.222,0.01,18.086,0.029,-8.0,0.0461,0.0046,-9.838e-06,CSPII,Ia,0.986,1,0,-0.028999999999999915,0.01063014581273465,0.0,8.89,9.13,9.62,N/A,-1.0,-1.0,none,5.159999999999998e-06
LSQ14ahm,0.0497655,0.0509869,1.156,0.009,18.14,0.036,-10.6,0.0274,0.0027,7.284e-06,CSPII,Ia,0.986,1,0,-0.05099999999999838,0.01063014581273465,0.0,8.03,8.2,8.37,N/A,-1.0,-1.0,none,-3.93049e-05
LSQ14asu,0.0683967,0.069594,0.767,0.013,19.251,0.078,0.3,0.0372,0.0037,-2.52e-05,CSPII,Ia,0.927,1,0,0.004000000000001336,0.011401754250991379,0.0,10.51,10.67,10.86,N/A,-1.0,-1.0,none,3.8618e-05
LSQ14auy,0.0824129,0.0832263,1.147,0.017,19.39,0.032,-4.1,0.0669,0.0067,-1.738e-05,CSPII,Ia,0.987,1,0,-0.012000000000000455,0.012727922061357855,0.0,10.61,10.74,11.19,N/A,-1.0,-1.0,none,-0.00011598999999999999
LSQ14ba,0.0775463,0.0787677,0.958,0.006,19.318,0.031,-4.8,0.0493,0.0049,-2.993e-06,CSPII,Ia,0.986,1,0,0.03500000000000014,0.01345362404707371,0.0,9.3,9.47,9.87,N/A,-1.0,-1.0,none,7.799999999999993e-07
LSQ14bjj,0.0811438,0.0819882,1.01,0.009,19.263,0.019,-3.3,0.0408,0.0041,-2.259e-05,CSPII,Ia,0.986,1,0,-0.07499999999999929,0.008602325267042627,0.0,8.3,8.46,8.91,N/A,-1.0,-1.0,none,1.4660000000000002e-05
LSQ14fms,0.077946,0.0773231,0.848,0.015,19.351,0.073,-1.2,0.0143,0.0014,-0.0002132,CSPII,Ia,0.986,1,0,0.17100000000000293,0.016278820596099707,0.0,10.0,10.11,10.49,N/A,-1.0,-1.0,none,-3.62e-05
LSQ14foj,0.0460667,0.0451705,1.012,0.01,17.983,0.048,-10.9,0.0121,0.0012,2.558e-05,CSPII,Ia,0.986,1,0,0.04999999999999716,0.01063014581273465,0.0,8.33,8.44,8.7,N/A,-1.0,-1.0,none,1.3230000000000002e-05
LSQ14fom,0.05626,0.0553279,0.947,0.009,18.35,0.04,-7.2,0.0184,0.0018,3.382e-06,CSPII,Ia,0.978,1,0,0.022999999999999687,0.01131370849898476,0.0,9.4,9.54,9.72,N/A,-1.0,-1.0,none,2.1299999999999982e-06
LSQ14gfb,0.0527067,0.0527873,0.586,0.033,18.99,0.088,4.0,0.0159,0.0016,-0.0004261,CSPII,Ia,0.985,1,0,0.5300000000000011,0.06226556030423239,0.0,10.11,10.3,10.64,N/A,-1.0,-1.0,none,-2.409999999999999e-05
LSQ14gfn,0.1216158,0.1210925,1.073,0.091,20.083,0.077,-7.1,0.0332,0.0033,0.0008142,CSPII,Ia,0.967,1,0,0.05099999999999838,0.032015621187164243,0.0,10.42,10.54,10.88,N/A,-1.0,-1.0,none,-2.0300000000000006e-05
LSQ14ghv,0.0666539,0.0662566,0.968,0.009,18.96,0.044,-0.5,0.0088,0.0009,-8.207e-05,CSPII,Ia,0.981,1,0,-0.015999999999998238,0.011401754250991379,0.0,10.06,10.18,10.31,N/A,-1.0,-1.0,none,1.1220000000000001e-05
LSQ14gov,0.089538,0.0892443,1.052,0.011,19.351,0.024,-6.5,0.0357,0.0036,1.291e-05,CSPII,Ia,0.985,1,0,-0.1039999999999992,0.0078102496759066544,0.0,8.85,9.02,9.19,N/A,-1.0,-1.0,none,5.347e-05
LSQ14ie,0.089538,0.0905466,1.162,0.011,19.621,0.06,-6.1,0.0717,0.0072,5.548e-05,CSPII,Ia,0.983,1,0,-0.00999999999999801,0.012041594578792296,0.0,7.95,8.08,8.21,N/A,-1.0,-1.0,none,-4.7246e-05
LSQ14ip,0.0612967,0.0624196,0.509,0.01,19.166,0.089,-7.3,0.0373,0.0037,-3.699e-05,CSPII,Ia,0.987,1,0,0.33800000000000097,0.022803508501982758,0.0,10.01,10.18,10.31,N/A,-1.0,-1.0,none,-4.4460000000000005e-05
LSQ14jp,0.04539,0.0464896,0.675,0.007,18.275,0.096,6.5,0.053,0.0053,-0.0001145,CSPII,Ia,0.986,1,0,0.12300000000000111,0.01,0.0,10.48,10.54,10.81,N/A,-1.0,-1.0,none,9.834e-06
LSQ14mc,0.05662,0.0575661,0.963,0.004,18.538,0.095,2.4,0.0207,0.0021,-1.797e-06,CSPII,Ia,0.986,1,0,-0.02699999999999747,0.006403124237432849,0.0,9.16,9.17,9.43,N/A,-1.0,-1.0,none,-2.48e-07
LSQ14q,0.0669503,0.067871,0.957,0.004,18.861,0.027,-6.7,0.0198,0.002,1.207e-06,CSPII,Ia,0.987,1,0,-0.045999999999999375,0.00848528137423857,0.0,8.92,9.32,9.42,N/A,-1.0,-1.0,none,-3.3000000000000023e-07
LSQ14wp,0.0694519,0.0706148,1.134,0.012,18.824,0.039,-7.8,0.0207,0.0021,3.483e-05,CSPII,Ia-91T,0.984,1,0,-0.037000000000002586,0.01063014581273465,0.0,7.23,7.48,7.59,N/A,-1.0,-1.0,none,-5.6905000000000005e-05
LSQ14xi,0.0507429,0.0519014,1.142,0.011,18.431,0.034,-8.6,0.0368,0.0037,9.367e-05,CSPII,Ia,0.986,1,0,0.21799999999999997,0.01063014581273465,0.0,10.77,10.9,11.07,N/A,-1.0,-1.0,none,-3.98226e-05
LSQ15aae,0.0515643,0.0517701,1.218,0.007,18.351,0.021,-4.5,0.0616,0.0062,-9.543e-06,CSPII,Ia-91T,0.982,1,0,0.07700000000000173,0.00848528137423857,0.0,10.1,10.27,10.46,N/A,-1.0,-1.0,none,-3.200000000000003e-07
LSQ15agh,0.0599585,0.0610193,1.134,0.008,18.655,0.021,-2.6,0.0216,0.0022,1.291e-05,CSPII,Ia,0.987,1,0,-0.031999999999996476,0.0078102496759066544,0.0,9.72,9.87,9.99,N/A,-1.0,-1.0,none,-3.6543999999999994e-05
LSQ15aja,0.0699516,0.0699657,1.032,0.011,18.83,0.022,-9.0,0.0545,0.0054,2.88e-05,CSPII,Ia,0.984,1,0,-0.08699999999999974,0.009433981132056603,0.0,7.34,7.46,7.58,N/A,-1.0,-1.0,none,6.0238e-05
LSQ15alq,0.0470667,0.0480953,0.921,0.005,17.999,0.025,-12.1,0.0668,0.0067,6.938e-07,CSPII,Ia,0.97,1,0,-0.0020000000000024443,0.006403124237432849,0.0,10.22,10.4,10.82,N/A,-1.0,-1.0,none,6.838999999999999e-06
LSQ15bv,0.0689,0.0701168,0.952,0.009,18.98,0.077,5.3,0.0443,0.0044,-3.044e-05,CSPII,Ia,0.985,1,0,-0.0010000000000012221,0.014422205101855958,0.0,10.39,10.56,10.77,N/A,-1.0,-1.0,none,-3.6105999999999996e-05
PS1-13eao,0.0377533,0.037362,0.89,0.045,17.91,0.053,-2.1,0.0107,0.0011,-0.001285,CSPII,Ia,0.0,1,0,1.5489999999999995,0.09631718434422801,0.0,10.56,10.73,11.04,N/A,-1.0,-1.0,none,-0.00015690000000000002
PS1-14ra,0.0280833,0.0287982,0.777,0.006,17.004,0.021,-0.1,0.023,0.0023,-5.35e-05,CSPII,Ia,0.984,1,1,0.05999999999999872,0.006403124237432849,0.0,10.35,10.65,10.72,N/A,-1.0,-1.0,none,-7.999999999999754e-09
PS1-14rx,0.0669536,0.0680019,0.846,0.018,18.906,0.064,-8.1,0.0266,0.0027,4.956e-05,CSPII,Ia,0.981,1,0,-0.021999999999998465,0.02690724809414742,0.0,9.77,9.89,10.06,N/A,-1.0,-1.0,none,8.079999999999999e-05
PS1-14xw,0.0245,0.0245957,1.039,0.01,16.554,0.023,-0.2,0.0656,0.0066,-7.175e-06,CSPII,Ia,0.975,0,0,0.0259999999999998,0.006403124237432849,0.0,11.11,11.24,11.71,N/A,-1.0,-1.0,none,2.213e-05
PS15sv,0.033277,0.0335844,0.993,0.005,17.266,0.027,-2.9,0.0782,0.0078,-1.473e-05,CSPII,Ia-91T,0.977,1,1,0.010999999999999233,0.009219544457292887,0.0,8.2,8.31,8.56,N/A,-1.0,-1.0,none,-4.999999999999986e-07
PTF11pbp,0.0289033,0.0276702,1.15,0.007,16.901,0.027,-4.4,0.0507,0.0051,1.239e-05,CSPII,Ia,0.984,1,1,0.054999999999999716,0.007071067811865475,0.0,10.73,10.88,10.97,N/A,-1.0,-1.0,none,-2.4789e-05
PTF11ppn,0.0672534,0.0661869,0.641,0.037,18.801,0.12,7.4,0.132,0.0132,-0.001188,CSPII,Ia-91bg,0.154,1,0,0.18900000000000006,0.17917589123540031,0.0,10.96,11.02,11.06,N/A,-1.0,-1.0,none,0.00017540000000000004
PTF11pra,0.0175433,0.0167242,0.439,0.017,16.649,0.052,1.9,0.0243,0.0024,-5.894e-06,CSPII,Ia,0.981,0,0,0.9200000000000017,0.06,0.0,10.57,10.68,10.75,N/A,-1.0,-1.0,none,-3.1940000000000003e-06
PTF11qnr,0.0162167,0.0149985,0.806,0.008,15.791,0.029,-1.3,0.0556,0.0056,-4.232e-05,CSPII,Ia,0.979,0,1,0.2550000000000008,0.009219544457292887,0.0,10.38,10.65,10.7,N/A,-1.0,-1.0,none,4.969999999999998e-06
PTF13anh,0.0614575,0.0624543,0.944,0.007,18.537,0.118,-10.7,0.0224,0.0022,5.852e-05,CSPII,Ia,0.979,1,0,-0.16999999999999815,0.018439088914585774,0.0,7.29,7.48,7.66,N/A,-1.0,-1.0,none,1.2420000000000003e-05
PTF13duj,0.01694,0.015867,1.156,0.014,15.852,0.095,11.0,0.0665,0.0067,0.000253,CSPII,Ia,0.965,0,1,0.057000000000000384,0.012041594578792296,0.0,10.61,10.73,10.82,N/A,-1.0,-1.0,none,-5.6117e-05
PTF13dwl,0.0874395,0.0863561,1.088,0.04,19.864,0.14,6.7,0.0613,0.0061,0.0009447,CSPII,Ia,0.987,1,0,-0.03400000000000247,0.011401754250991379,0.0,8.42,8.74,8.98,N/A,-1.0,-1.0,none,7.794e-05
PTF13dym,0.04213,0.0409061,0.509,0.024,17.453,0.142,1.1,0.0379,0.0038,-0.0004437,CSPII,Ia-91bg,0.0,1,0,0.09600000000000009,0.04951767361255979,0.0,9.25,9.45,9.88,N/A,-1.0,-1.0,none,-9.81e-05
PTF13dyt,0.1099239,0.109862,0.96,0.057,18.444,0.109,-2.0,0.0458,0.0046,0.0005338,CSPII,Ia-pec,,0,0,-0.2699999999999996,0.08360023923410746,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-0.0008759999999999998
PTF13ebh,0.01326,0.012484,0.636,0.004,15.22,0.023,-12.0,0.0668,0.0067,-3.056e-06,CSPII,Ia,0.975,0,1,0.12299999999999933,0.009219544457292887,0.0,10.8,10.86,11.02,N/A,-1.0,-1.0,none,-1.099e-06
PTF13efe,0.0749481,0.0758465,1.145,0.011,19.054,0.032,-5.1,0.0213,0.0021,3.289e-05,CSPII,Ia,0.987,1,0,-0.01699999999999946,0.01345362404707371,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-6.7259e-05
PTF13ez,0.0434699,0.0445375,0.897,0.011,17.809,0.032,-1.8,0.0429,0.0043,2.853e-05,CSPII,Ia,0.982,1,0,0.15900000000000247,0.02968164415931166,0.0,9.52,9.71,9.84,N/A,-1.0,-1.0,none,4.581e-05
PTF14aje,0.0276708,0.0282271,0.684,0.005,17.408,0.023,-2.2,0.1524,0.0152,-3.604e-05,CSPII,Ia,0.978,1,0,0.6080000000000005,0.010816653826391968,0.0,10.64,10.78,10.84,N/A,-1.0,-1.0,none,-2.0989999999999997e-06
PTF14gnl,0.05369,0.0525349,1.021,0.006,18.234,0.038,-12.4,0.0268,0.0027,9.26e-06,CSPII,Ia,0.984,1,0,-0.05500000000000327,0.008602325267042627,0.0,9.86,10.06,10.5,N/A,-1.0,-1.0,none,8.509999999999998e-06
PTF14uo,0.0912368,0.0922406,1.118,0.017,19.806,0.153,6.3,0.0161,0.0016,0.0002587,CSPII,Ia,0.987,1,0,-0.11400000000000077,0.00848528137423857,0.0,8.86,9.0,9.48,N/A,-1.0,-1.0,none,-5.7691e-05
PTF14w,0.0188933,0.0200839,0.742,0.004,16.456,0.018,-3.3,0.0205,0.0021,-9.761e-06,CSPII,Ia,0.975,0,1,0.055999999999997385,0.005,0.0,8.96,9.14,9.3,N/A,-1.0,-1.0,none,2.896e-06
PTF14yy,0.0429703,0.0440905,0.837,0.01,18.28,0.031,-6.9,0.0198,0.002,-2.66e-06,CSPII,Ia,0.986,1,0,0.2560000000000002,0.014866068747318505,0.0,9.25,9.41,9.52,N/A,-1.0,-1.0,none,2.980000000000002e-06
SN2004ef,0.0309667,0.02977,0.84,0.003,17.234,0.079,5.1,0.0458,0.0046,-1.324e-05,CSPI,Ia,0.981,0,0,0.11699999999999733,0.00565685424949238,0.0,10.63,10.74,10.8,N/A,-1.0,-1.0,none,-1.3499999999999955e-07
SN2004eo,0.01569,0.0147367,0.869,0.005,15.576,0.018,-9.3,0.093,0.0093,3.352e-06,CSPI,Ia,0.979,0,0,0.02499999999999858,0.009219544457292887,0.0,11.03,11.16,11.35,N/A,-1.0,-1.0,none,4.8419999999999996e-06
SN2004ey,0.0157767,0.0146267,1.009,0.003,15.565,0.012,-2.9,0.1197,0.012,2.496e-06,CSPI,Ia,0.973,0,0,-0.051000000000000156,0.004242640687119285,0.0,9.76,10.06,10.41,N/A,-1.0,-1.0,none,2.31e-07
SN2004gs,0.0266267,0.0282767,0.705,0.003,17.179,0.053,6.1,0.0257,0.0026,-1.06e-05,CSPI,Ia,0.982,0,0,0.20199999999999818,0.006403124237432849,0.0,10.57,10.63,10.7,N/A,-1.0,-1.0,none,-5.279999999999999e-07
SN2004gu,0.0458267,0.0468967,1.149,0.011,18.027,0.046,12.2,0.0223,0.0022,0.0001271,CSPI,Ia-06gz,0.986,0,0,0.14499999999999957,0.015620499351813309,0.0,9.74,10.02,10.19,N/A,-1.0,-1.0,none,-8.936e-05
SN2005A,0.0191267,0.01834,0.963,0.007,16.276,0.082,5.4,0.0259,0.0026,-5.042e-05,CSPI,Ia,0.976,0,0,0.9839999999999982,0.015620499351813309,0.0,11.07,11.19,11.26,N/A,-1.0,-1.0,none,-6.619999999999999e-06
SN2005M,0.0219967,0.02558,1.204,0.003,16.648,0.013,-7.1,0.0273,0.0027,2.1e-06,CSPI,Ia-91T,0.984,0,0,0.017999999999998906,0.004242640687119285,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none,1.1700000000000032e-07
SN2005ag,0.07937,0.08008,1.145,0.009,19.39,0.079,5.1,0.0331,0.0033,8.565e-05,CSPI,Ia,0.982,0,0,-0.030000000000001137,0.0078102496759066544,0.0,10.84,10.9,10.95,N/A,-1.0,-1.0,none,-3.361e-05
SN2005al,0.0123933,0.0132867,0.865,0.004,15.591,0.055,3.0,0.0483,0.0048,2.239e-06,CSPI,Ia,0.909,0,0,-0.051000000000000156,0.007211102550927979,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none,-5.68e-06
SN2005am,0.0078933,0.0089667,0.764,0.004,14.017,0.022,17.5,0.0433,0.0043,8.761e-06,CSPI,Ia,0.934,0,0,0.07399999999999984,0.0078102496759066544,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none,3.4198999999999996e-06
SN2005el,0.0149,0.0148833,0.865,0.003,15.579,0.009,-6.3,0.0976,0.0098,6.179e-06,CSPI,Ia,0.973,0,0,-0.0730000000000004,0.01063014581273465,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none,1.835999999999999e-06
SN2005eq,0.0289567,0.02835,1.234,0.007,17.006,0.011,-6.5,0.0629,0.0063,3.843e-06,CSPI,Ia-91T,0.984,0,0,0.03500000000000014,0.008602325267042627,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none,-2.376e-06
SN2005hc,0.0459067,0.0444967,1.142,0.007,18.011,0.012,-5.8,0.028,0.0028,3.648e-05,CSPI,Ia,0.98,0,0,0.012000000000000455,0.006403124237432849,0.0,10.52,10.6,10.65,N/A,-1.0,-1.0,none,-2.0325e-05
SN2005hj,0.0579667,0.05695,1.152,0.019,18.395,0.033,-2.1,0.0329,0.0033,0.0001914,CSPI,Ia,0.984,0,0,0.0799999999999983,0.015556349186104044,0.0,9.22,9.32,9.38,N/A,-1.0,-1.0,none,-0.00011227
SN2005iq,0.03402,0.03293,0.88,0.006,17.402,0.018,-2.5,0.0185,0.0019,-8.732e-08,CSPI,Ia,0.965,0,0,-0.03200000000000003,0.01063014581273465,0.0,10.47,10.54,10.6,N/A,-1.0,-1.0,none,7.437000000000002e-06
SN2005kc,0.01511,0.01389,0.932,0.006,15.528,0.016,-9.6,0.1137,0.0114,-1.16e-05,CSPI,Ia,0.978,0,0,0.23799999999999955,0.01063014581273465,0.0,10.6,11.06,11.5,N/A,-1.0,-1.0,none,2.507e-06
SN2005ke,0.0048767,0.0044833,0.438,0.003,14.032,0.012,-7.8,0.02,0.002,1.042e-05,CSPI,Ia-91bg,0.953,0,0,0.6699999999999999,0.012041594578792296,0.0,10.29,10.43,10.61,N/A,-1.0,-1.0,none,2.7049999999999995e-06
SN2005ki,0.0191933,0.02037,0.839,0.003,16.249,0.01,-9.1,0.0267,0.0027,1.092e-06,CSPI,Ia,0.982,0,0,-0.018000000000000682,0.007071067811865475,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,-1.7119999999999994e-06
SN2005ku,0.0454067,0.0441833,0.969,0.034,17.988,0.16,1.4,0.0461,0.0046,-0.0002914,CSPI,Ia,0.986,0,0,0.09299999999999997,0.0778010282708397,0.0,9.96,10.04,10.1,N/A,-1.0,-1.0,none,-2.3600000000000045e-06
SN2005lu,0.0319867,0.0312933,1.063,0.03,17.506,0.076,8.3,0.0218,0.0022,7.773e-05,CSPI,Ia,0.975,0,0,0.2469999999999999,0.07200694410957877,0.0,9.68,9.86,10.03,N/A,-1.0,-1.0,none,6.392e-05
SN2005na,0.0263033,0.0268133,0.971,0.018,16.703,0.032,16.1,0.0681,0.0068,3.404e-05,CSPI,Ia,0.976,0,0,-0.019999999999999574,0.0078102496759066544,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,-2.686e-06
SN2006D,0.00852,0.00964,0.839,0.003,14.687,0.022,16.0,0.0394,0.0039,1.025e-05,CSPI,Ia,0.972,0,0,0.09800000000000075,0.006403124237432849,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,-5.059999999999995e-07
SN2006X,0.0052367,0.00632,0.971,0.004,13.045,0.016,-9.7,0.0228,0.0023,6.921e-06,CSPI,Ia,0.557,0,0,1.2140000000000004,0.01131370849898476,0.0,9.06,9.33,9.43,N/A,-1.0,-1.0,none,-1.928000000000001e-06
SN2006ax,0.0167267,0.0179567,1.003,0.004,15.823,0.01,-9.7,0.041,0.0041,4.868e-06,CSPI,Ia,0.981,0,0,-0.07199999999999918,0.0078102496759066544,0.0,10.79,10.92,11.04,N/A,-1.0,-1.0,none,9.119999999999999e-07
SN2006bd,0.0257067,0.0267967,0.398,0.009,17.689,0.051,-2.4,0.0231,0.0023,3.132e-05,CSPI,Ia-91bg,0.981,0,0,0.7119999999999997,0.03911521443121589,0.0,10.6,10.77,10.8,N/A,-1.0,-1.0,none,3.3899999999999997e-06
SN2006bh,0.01084,0.0104933,0.828,0.003,14.933,0.01,-3.9,0.0228,0.0023,3.794e-06,CSPI,Ia,0.969,0,0,-0.009999999999999787,0.00565685424949238,0.0,10.31,10.43,10.49,N/A,-1.0,-1.0,none,-1.5089999999999994e-06
SN2006br,0.0245733,0.0255233,0.962,0.032,17.264,0.093,8.4,0.0197,0.002,-3.859e-05,CSPI,Ia,0.982,0,0,0.8490000000000002,0.09626006440887104,0.0,10.87,10.97,11.36,N/A,-1.0,-1.0,none,6.916e-05
SN2006ej,0.0204367,0.0193367,0.842,0.018,16.259,0.021,23.1,0.0296,0.003,3.802e-06,CSPI,Ia,0.971,0,0,0.028999999999999915,0.060216276869298396,0.0,10.48,10.63,10.7,N/A,-1.0,-1.0,none,-8.312000000000001e-06
SN2006eq,0.0494667,0.0483667,0.649,0.023,18.535,0.064,1.0,0.0416,0.0042,-0.000154,CSPI,Ia,0.973,0,0,0.3099999999999987,0.07742092740338365,0.0,9.79,10.19,10.65,N/A,-1.0,-1.0,none,-5.1689e-05
SN2006et,0.0221567,0.0216467,1.18,0.006,16.332,0.011,-11.5,0.0165,0.0017,3.248e-05,CSPI,Ia,0.983,0,0,0.14100000000000001,0.0078102496759066544,0.0,10.7,10.8,10.88,N/A,-1.0,-1.0,none,-7.0337999999999995e-06
SN2006ev,0.0287133,0.0276,0.843,0.021,17.331,0.055,2.7,0.0759,0.0076,-4.265e-06,CSPI,Ia,0.924,0,0,0.1750000000000007,0.07021395872616784,0.0,10.65,10.75,10.91,N/A,-1.0,-1.0,none,-2.8846e-05
SN2006gj,0.0283333,0.0269667,0.708,0.007,17.224,0.057,2.3,0.0705,0.007,-3.822e-05,CSPI,Ia,0.983,0,0,0.2980000000000018,0.012041594578792296,0.0,10.36,10.53,10.6,N/A,-1.0,-1.0,none,-1.3649999999999996e-06
SN2006gt,0.04474,0.0436433,0.575,0.01,18.375,0.026,-1.3,0.0323,0.0032,-0.0001131,CSPI,Ia-91bg,0.982,0,0,0.24899999999999878,0.016278820596099707,0.0,9.87,9.93,9.94,N/A,-1.0,-1.0,none,-1.645e-05
SN2006hb,0.0153333,0.0153367,0.685,0.018,15.735,0.054,3.4,0.0236,0.0024,-3.195e-05,CSPI,Ia-86G,0.98,0,0,0.1850000000000005,0.0660302960768767,0.0,10.05,10.22,10.39,N/A,-1.0,-1.0,none,-1.7909e-05
SN2006hx,0.0454633,0.0444033,0.977,0.012,17.999,0.056,-8.1,0.0256,0.0026,-0.0001772,CSPI,Ia,0.981,0,0,0.11599999999999966,0.03538361202590826,0.0,10.12,10.31,10.44,N/A,-1.0,-1.0,none,-1.909999999999999e-05
SN2006is,0.0313333,0.03142,1.092,0.037,17.14,0.067,1.5,0.029,0.0029,0.0003617,CSPI,Ia,0.983,0,0,0.038999999999997925,0.06720119046564577,0.0,6.68,7.1,7.41,N/A,-1.0,-1.0,none,-0.00012373
SN2006kf,0.0212867,0.0208,0.771,0.005,16.343,0.01,-3.8,0.2097,0.021,-3.949e-06,CSPI,Ia,0.981,0,0,0.0259999999999998,0.009219544457292887,0.0,10.59,10.82,10.9,N/A,-1.0,-1.0,none,3.766e-06
SN2006lu,0.0533667,0.0543967,1.002,0.019,18.57,0.073,6.1,0.0986,0.0099,-3.241e-06,CSPI,Ia,0.984,0,0,-0.018000000000000682,0.0658027355054484,0.0,10.22,10.29,10.37,N/A,-1.0,-1.0,none,-9.900000000000002e-06
SN2006mr,0.0058667,0.00551,0.335,0.004,14.021,0.037,-5.2,0.0179,0.0018,2.838e-05,CSPI,Ia-91bg,0.947,0,0,0.7310000000000016,0.02758622844826744,0.0,10.79,11.19,11.38,N/A,-1.0,-1.0,none,-1.0749999999999999e-05
SN2006ob,0.0591967,0.0582567,0.743,0.009,18.642,0.067,2.9,0.0285,0.0029,-1.562e-05,CSPI,Ia,0.986,0,0,0.1109999999999971,0.014866068747318505,0.0,11.08,11.26,11.33,N/A,-1.0,-1.0,none,1.9908e-05
SN2006os,0.0327867,0.03208,0.944,0.02,17.347,0.018,-1.0,0.1254,0.0125,2.773e-06,CSPI,Ia,0.982,0,0,0.31700000000000017,0.065,0.0,10.66,10.81,10.87,N/A,-1.0,-1.0,none,-4.1e-06
SN2007A,0.0176333,0.0164633,1.047,0.02,15.913,0.015,-5.6,0.0631,0.0063,-1.086e-05,CSPI,Ia,0.98,0,0,0.2010000000000005,0.01,0.0,10.57,10.57,10.57,N/A,-1.0,-1.0,none,0.00012521
SN2007N,0.01287,0.014,0.375,0.006,16.48,0.06,0.3,0.0343,0.0034,2.211e-05,CSPI,Ia-91bg,0.976,0,0,0.9529999999999994,0.023600847442411893,0.0,10.1,10.19,10.57,N/A,-1.0,-1.0,none,6.75e-06
SN2007S,0.01387,0.0150233,1.187,0.007,15.597,0.012,-11.7,0.0224,0.0022,2.97e-05,CSPI,Ia-91T,0.973,0,0,0.36599999999999966,0.010816653826391968,0.0,9.63,9.98,10.16,N/A,-1.0,-1.0,none,-8.710000000000002e-07
SN2007af,0.00546,0.00629,0.949,0.002,13.532,0.008,-12.0,0.0338,0.0034,1.759e-06,CSPI,Ia,0.927,0,0,0.0649999999999995,0.007071067811865475,0.0,9.69,9.82,9.87,N5584,-1.0,0.05,c,-4.719999999999999e-07
SN2007ai,0.03164,0.0319867,1.195,0.015,17.261,0.022,-5.7,0.286,0.0286,-4.837e-05,CSPI,Ia-91T,0.985,0,0,0.1819999999999986,0.013601470508735444,0.0,9.76,9.91,10.18,N/A,-1.0,-1.0,none,-2.3566e-05
SN2007al,0.0121133,0.0132629,0.385,0.006,16.357,0.066,0.6,0.036,0.0036,5.509e-05,CSPI,Ia-91bg,0.971,0,0,0.6999999999999993,0.025,0.0,9.33,9.47,9.91,N/A,-1.0,-1.0,none,3.759999999999998e-06
SN2007as,0.01756,0.0178967,0.89,0.004,15.978,0.013,-6.6,0.1229,0.0123,8.068e-06,CSPI,Ia,0.98,0,0,0.08000000000000007,0.008602325267042627,0.0,10.24,10.36,10.43,N/A,-1.0,-1.0,none,-8.719e-07
