sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
SN2007ax,0.0068567,0.0076367,0.404,0.008,15.23,0.03,-3.9,0.0446,0.0045,5.104e-05,CSPI,Ia-91bg,0.924,0,0,0.6890000000000018,0.025612496949731396,0.0,10.13,10.23,10.29,N/A,-1.0,-1.0,none,3.0930000000000004e-05
SN2007ba,0.0384867,0.0390533,0.556,0.008,17.803,0.021,-6.1,0.0315,0.0032,9.408e-07,CSPI,Ia-91bg,0.796,0,0,0.32800000000000296,0.019209372712298545,0.0,10.9,10.99,11.06,N/A,-1.0,-1.0,none,-1.856e-05
SN2007bc,0.0207567,0.02185,0.909,0.005,16.289,0.017,-1.9,0.0186,0.0019,1.485e-05,CSPI,Ia,0.983,0,0,0.03300000000000125,0.008602325267042627,0.0,10.65,10.73,10.78,N/A,-1.0,-1.0,none,5.470000000000002e-07
SN2007bd,0.0309967,0.0318267,0.917,0.006,17.208,0.019,-8.6,0.0289,0.0029,5.131e-06,CSPI,Ia,0.984,0,0,-0.0010000000000012221,0.015620499351813309,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,1.4954999999999998e-05
SN2007bm,0.0062067,0.00744,0.906,0.006,14.057,0.024,-7.9,0.0354,0.0035,-1.532e-05,CSPI,Ia,0.958,0,0,0.4209999999999994,0.01,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,2.7202e-06
SN2007ca,0.0140567,0.01507,1.077,0.012,15.837,0.016,-10.0,0.057,0.0057,3.54e-05,CSPI,Ia,0.979,0,0,0.2599999999999998,0.009899494936611667,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,1.5218999999999998e-05
SN2007cg,0.0331733,0.0341676,1.069,0.053,17.346,0.076,10.0,0.0686,0.0069,0.0005157,CSPI,Ia,0.39,0,0,0.6880000000000024,0.0970051545022222,0.0,10.33,10.37,10.43,N/A,-1.0,-1.0,none,0.00013540000000000004
SN2007hj,0.0141033,0.0128818,0.636,0.005,15.652,0.053,0.6,0.0747,0.0075,-3.011e-05,CSPI,Ia,0.961,0,0,0.21600000000000108,0.009219544457292887,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,-5.622e-06
SN2007hx,0.07976,0.0788733,1.017,0.03,19.355,0.075,1.7,0.0299,0.003,4.984e-05,CSPI,Ia,0.985,0,0,0.21699999999999875,0.0738173421358423,0.0,10.45,10.55,10.62,N/A,-1.0,-1.0,none,-2.3160000000000002e-05
SN2007jd,0.0725833,0.0719112,0.893,0.035,19.437,0.101,2.4,0.066,0.0066,-0.0005405,CSPI,Ia,0.942,0,0,0.09499999999999886,0.07981227975693966,0.0,9.93,10.13,10.18,N/A,-1.0,-1.0,none,-7.623e-05
SN2007jg,0.0371067,0.0365767,0.94,0.006,17.764,0.016,-3.0,0.0904,0.009,4.087e-06,CSPI,Ia,0.974,0,0,0.029999999999997584,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,3.5699999999999997e-06
SN2007jh,0.0407667,0.0402667,0.6,0.015,17.736,0.209,36.1,0.0902,0.009,-7.568e-05,CSPI,Ia-86G,0.981,0,0,0.27199999999999847,0.026248809496813377,0.0,10.89,10.99,11.04,N/A,-1.0,-1.0,none,-4.0419999999999996e-05
SN2007le,0.0067167,0.0055233,1.019,0.004,13.884,0.01,-10.8,0.0287,0.0029,8.397e-06,CSPI,Ia,0.955,0,0,0.2919999999999998,0.006403124237432849,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,3.0399999999999997e-06
SN2007nq,0.045,0.0439033,0.78,0.006,17.806,0.055,0.8,0.0312,0.0031,1.554e-05,CSPI,Ia,0.952,0,0,0.05900000000000105,0.011401754250991379,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,5.108e-06
SN2007on,0.00649,0.0061833,0.588,0.003,13.284,0.013,-9.5,0.0098,0.001,-8.958e-06,N/A,N/A,0.0,9,9,0.11599999999999966,0.012041594578792296,0.0,10.897,10.932,10.967,NGC1404,31.526,0.072,s,1.651e-06
SN2007so,0.0296667,0.0289285,0.923,0.009,16.627,0.038,28.9,0.1161,0.0116,0.0001151,CSPI,Ia,,0,0,0.012000000000000455,0.07803204469959761,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,0.00012331
SN2007sr,0.0054733,0.0066557,0.988,0.017,13.275,0.048,5.5,0.0398,0.004,1.764e-06,CSPI,Ia,0.198,0,0,0.14500000000000135,0.05860034129593445,0.0,9.85,10.05,10.17,N4038,-1.0,0.1,c,-1.6130000000000005e-06
SN2007st,0.0211667,0.0206508,0.862,0.022,16.004,0.063,4.4,0.0143,0.0014,7.277e-05,CSPI,Ia,0.951,0,0,0.1479999999999997,0.08360023923410746,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,-6.425e-05
SN2007ux,0.0308933,0.031996,0.624,0.006,17.584,0.014,-0.3,0.0386,0.0039,-4.121e-05,CSPI,Ia-86G,0.981,0,0,0.21300000000000097,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,-1.3426e-05
SN2008C,0.01661,0.0170667,0.969,0.024,15.868,0.04,11.3,0.072,0.0072,-1.983e-05,CSPI,Ia,0.981,0,0,0.16500000000000092,0.07440430095095309,0.0,10.35,10.49,10.55,N/A,-1.0,-1.0,none,-1.7829999999999997e-05
SN2008O,0.03883,0.039318,0.683,0.01,17.935,0.026,-2.2,0.0763,0.0076,-9.382e-05,CSPI,Ia,0.986,0,0,0.31400000000000006,0.016401219466856725,0.0,11.12,11.33,11.59,N/A,-1.0,-1.0,none,-1.83118e-05
SN2008R,0.0134933,0.0128867,0.633,0.006,15.482,0.057,0.6,0.0618,0.0062,-4.042e-05,CSPI,Ia,0.976,0,0,0.11999999999999922,0.01063014581273465,0.0,11.07,11.25,11.31,N/A,-1.0,-1.0,none,-7.641e-06
SN2008ar,0.02613,0.0272474,0.975,0.004,16.93,0.016,-6.1,0.0311,0.0031,-5.283e-06,CSPI,Ia,0.984,0,0,0.009000000000000341,0.011401754250991379,0.0,10.11,10.21,10.28,N/A,-1.0,-1.0,none,5.309999999999998e-06
SN2008bc,0.0150767,0.0157067,1.058,0.005,15.642,0.009,-6.0,0.2251,0.0225,1.667e-05,CSPI,Ia,0.979,0,0,-0.02800000000000047,0.00565685424949238,0.0,9.95,10.1,10.23,N/A,-1.0,-1.0,none,1.2013e-05
SN2008bd,0.0300833,0.0312803,0.656,0.04,17.633,0.064,20.4,0.0751,0.0075,-0.001914,CSPI,Ia-91bg,,0,0,0.34499999999999886,0.06762396025078685,0.0,10.99,11.07,11.13,N/A,-1.0,-1.0,none,-0.0017958000000000002
SN2008bf,0.0234837,0.0245538,1.019,0.004,16.595,0.011,-8.2,0.0296,0.003,5.229e-06,CSPI,Ia,0.982,0,0,-0.045999999999999375,0.006403124237432849,0.0,11.4,11.4,11.4,N/A,-1.0,-1.0,none,5.211999999999999e-06
SN2008bi,0.0134367,0.0143882,0.512,0.023,16.249,0.079,9.5,0.037,0.0037,-1.336e-05,CSPI,Ia-91bg,0.972,0,0,0.5790000000000006,0.1292478239662084,0.0,10.27,10.38,10.48,N/A,-1.0,-1.0,none,-5.9090000000000005e-05
SN2008bq,0.0339767,0.0344433,1.146,0.009,17.214,0.058,2.9,0.0774,0.0077,5.534e-05,CSPI,Ia,0.983,0,0,0.045000000000001705,0.009219544457292887,0.0,10.74,10.82,10.91,N/A,-1.0,-1.0,none,-4.504e-05
SN2008bt,0.0153533,0.0165796,0.492,0.008,16.431,0.046,20.8,0.0445,0.0044,0.0001507,CSPI,Ia-91bg,0.979,0,0,0.5249999999999986,0.01345362404707371,0.0,10.7,10.85,10.91,N/A,-1.0,-1.0,none,-1.492e-05
SN2008bz,0.0602367,0.0613265,0.944,0.023,18.777,0.045,28.4,0.0226,0.0023,-5.251e-05,CSPI,Ia,0.957,0,0,-0.04299999999999926,0.06420280367709809,0.0,10.44,10.5,10.56,N/A,-1.0,-1.0,none,-1.3999999999999527e-07
SN2008cc,0.0103867,0.0101222,0.809,0.018,14.541,0.019,14.5,0.0355,0.0035,1.978e-05,CSPI,Ia,0.965,0,0,0.15999999999999837,0.0660302960768767,0.0,10.4,10.48,10.64,N/A,-1.0,-1.0,none,-1.845e-05
SN2008cf,0.0459682,0.0468269,1.093,0.036,18.19,0.06,1.9,0.0577,0.0058,0.0002254,CSPI,Ia,0.986,0,0,0.010999999999999233,0.06280127387243033,0.0,8.59,8.73,8.97,N/A,-1.0,-1.0,none,-5.8689999999999995e-05
SN2008ff,0.0191933,0.0186725,1.087,0.009,16.029,0.019,20.5,0.0436,0.0044,6.574e-05,CSPI,Ia,0.981,0,0,0.17900000000000027,0.018357559750685818,0.0,10.8,10.8,10.8,N/A,-1.0,-1.0,none,-4.120000000000001e-06
SN2008fl,0.0199,0.0194172,0.882,0.017,16.057,0.05,4.0,0.1569,0.0157,2.772e-06,CSPI,Ia,0.982,0,0,0.05599999999999916,0.05940538696111658,0.0,10.87,10.94,11.01,N/A,-1.0,-1.0,none,-4.447000000000001e-06
SN2008fp,0.00566,0.0062867,1.103,0.008,13.573,0.008,-4.5,0.1686,0.0169,2.348e-05,CSPI,Ia,0.944,0,0,0.4800000000000004,0.006403124237432849,0.0,10.15,10.2,10.63,N/A,-1.0,-1.0,none,-1.1782e-05
SN2008fr,0.0389733,0.0379062,1.043,0.026,17.717,0.054,5.8,0.0395,0.004,4.319e-05,CSPI,Ia,0.981,0,0,-0.00999999999999801,0.07200694410957877,0.0,7.58,7.73,7.92,N/A,-1.0,-1.0,none,4.157e-05
SN2008fu,0.05237,0.0518336,0.824,0.024,18.334,0.064,4.1,0.018,0.0018,1.671e-05,CSPI,Ia,0.986,0,0,-0.03400000000000247,0.08736704184073076,0.0,10.66,10.72,10.8,N/A,-1.0,-1.0,none,-0.000104288
SN2008fw,0.0085433,0.0095066,1.117,0.024,14.617,0.024,17.1,0.1123,0.0112,9.427e-05,CSPI,Ia-91T,0.971,0,0,0.07600000000000051,0.0658027355054484,0.0,10.31,10.49,10.61,N/A,-1.0,-1.0,none,-0.00010585999999999999
SN2008gg,0.0319933,0.0310658,1.058,0.026,17.2,0.055,6.6,0.0195,0.002,7.155e-05,CSPI,Ia,0.984,0,0,0.14999999999999858,0.06420280367709809,0.0,10.63,10.73,10.82,N/A,-1.0,-1.0,none,2.1629999999999995e-05
SN2008gl,0.0339933,0.0329459,0.867,0.005,17.622,0.015,-0.9,0.0244,0.0024,8.659e-08,CSPI,Ia,0.977,0,0,0.028000000000002245,0.0078102496759066544,0.0,10.81,10.86,10.92,N/A,-1.0,-1.0,none,-3.1259999999999994e-06
SN2008go,0.0623667,0.0613133,0.938,0.018,18.814,0.035,-1.5,0.032,0.0032,-0.0001793,CSPI,Ia,0.986,0,0,0.04200000000000159,0.01,0.0,10.89,10.94,11.0,N/A,-1.0,-1.0,none,4.416e-06
SN2008gp,0.03339,0.0328233,0.979,0.004,17.19,0.017,-9.5,0.1042,0.0104,5.979e-06,CSPI,Ia,0.985,0,0,-0.029999999999997584,0.01063014581273465,0.0,10.64,10.73,10.79,N/A,-1.0,-1.0,none,-2.4489999999999998e-06
SN2008hj,0.0378667,0.0367224,1.008,0.005,17.675,0.014,-7.3,0.0303,0.003,-3.902e-06,CSPI,Ia,0.983,0,0,-0.007999999999999119,0.007071067811865475,0.0,10.2,10.4,10.69,N/A,-1.0,-1.0,none,3.508999999999999e-06
SN2008hu,0.0496656,0.050526,0.822,0.024,18.386,0.026,-1.9,0.0921,0.0092,-2.743e-05,CSPI,Ia,0.985,0,0,0.0259999999999998,0.07,0.0,10.84,10.99,11.07,N/A,-1.0,-1.0,none,-4.368e-05
SN2008hv,0.01254,0.01358,0.869,0.004,15.438,0.014,-12.7,0.0279,0.0028,4.363e-06,CSPI,Ia,0.973,0,0,-0.04600000000000115,0.011401754250991379,0.0,10.29,10.55,10.67,N/A,-1.0,-1.0,none,3.4099999999999995e-06
SN2008ia,0.0219833,0.02254,0.836,0.006,16.466,0.019,-1.8,0.1954,0.0195,1.574e-05,CSPI,Ia,0.983,0,0,-0.03500000000000014,0.015556349186104044,0.0,10.54,10.77,11.23,N/A,-1.0,-1.0,none,-8.103999999999999e-06
SN2009D,0.02499,0.024654,1.157,0.007,16.545,0.013,-2.5,0.0441,0.0044,2.476e-05,CSPI,Ia,0.984,0,0,-0.02099999999999902,0.00565685424949238,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,-1.41306e-05
SN2009F,0.0129467,0.01291,0.384,0.007,16.101,0.074,-4.0,0.0895,0.0089,6.014e-05,CSPI,Ia-91bg,0.97,0,0,0.5570000000000022,0.025495097567963924,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,6.529999999999997e-06
SN2009I,0.02615,0.0254309,1.083,0.035,17.075,0.025,-5.7,0.0272,0.0027,0.0001543,CSPI,Ia,0.969,0,0,0.6509999999999998,0.018439088914585774,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,-3.2216000000000005e-05
SN2009P,0.0250867,0.0263202,1.082,0.042,17.122,0.082,0.1,0.0415,0.0042,0.0004396,CSPI,Ia,0.982,0,0,0.4049999999999976,0.0214009345590327,0.0,9.77,9.87,9.95,N/A,-1.0,-1.0,none,-0.00017427
SN2009Y,0.0093467,0.0101034,1.143,0.01,14.577,0.019,-7.6,0.0873,0.0087,0.0001035,CSPI,Ia,0.97,0,0,0.1460000000000008,0.012041594578792296,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,-6.0324e-05
SN2009aa,0.02729,0.0284814,0.944,0.004,16.902,0.014,-9.8,0.0295,0.0029,3.374e-06,CSPI,Ia,0.983,0,0,0.012999999999998124,0.012041594578792296,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,-2.662000000000001e-06
SN2009ab,0.0111633,0.0108624,0.901,0.006,15.103,0.021,-8.1,0.1838,0.0184,-1.004e-05,CSPI,Ia,0.959,0,0,0.034999999999998366,0.01063014581273465,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,9.141000000000001e-06
SN2009ad,0.02838,0.0283174,1.105,0.015,16.867,0.019,-3.8,0.0953,0.0095,0.0001169,CSPI,Ia,0.984,0,0,0.030999999999998806,0.01131370849898476,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,-2.555e-05
SN2009ag,0.0086333,0.0092477,0.967,0.005,14.687,0.015,-3.5,0.218,0.0218,-1.335e-06,CSPI,Ia,0.97,0,0,0.1490000000000009,0.014212670403551895,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,3.789999999999997e-07
SN2009al,0.02209,0.0232764,0.922,0.013,16.497,0.034,-6.3,0.0212,0.0021,-1.864e-05,CSPI,Ia,0.98,0,0,0.18599999999999994,0.027802877548915687,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,3.282e-05
SN2009cz,0.0211233,0.0219786,1.167,0.011,16.371,0.024,-3.8,0.0221,0.0022,9.997e-05,CSPI,Ia,0.982,0,0,0.019000000000000128,0.009899494936611667,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,-3.3497e-05
SN2009ds,0.0192467,0.0204662,1.121,0.015,16.357,0.032,-6.5,0.0332,0.0033,0.0001693,CSPI,Ia,0.982,0,0,0.10599999999999987,0.012727922061357855,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,-5.0689e-05
SN2011iv,0.00649,0.0061827,0.699,0.007,12.765,0.033,-3.4,0.0098,0.001,-4.77e-05,N/A,N/A,0.0,9,9,0.030999999999998806,0.01063014581273465,0.0,10.897,10.932,10.967,NGC1404,31.526,0.072,s,-3.2e-06
SN2011iy,0.0042633,0.0053357,1.038,0.006,12.567,0.024,15.6,0.0529,0.0053,2.008e-05,CSPII,Ia,0.9,0,1,0.24399999999999977,0.012206555615733704,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,1.3017999999999998e-05
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.527,0.022,-3.5,0.0322,0.0032,-6.54e-06,CSPII,Ia,0.966,0,1,0.3680000000000003,0.0078102496759066544,0.0,10.02,10.09,10.16,N/A,-1.0,-1.0,none,3.1200000000000006e-06
SN2011jn,0.0474433,0.0485384,0.641,0.021,18.192,0.085,5.4,0.0593,0.0059,-0.0001569,CSPII,Ia,0.982,1,0,0.12100000000000222,0.08848163651289458,0.0,11.23,11.35,11.78,N/A,-1.0,-1.0,none,-4.6884e-05
SN2012aq,0.0519633,0.0525508,0.995,0.018,18.245,0.054,11.6,0.0338,0.0034,-3.151e-07,CSPII,Ia,0.972,1,0,0.006000000000000227,0.06300793600809346,0.0,7.63,7.77,8.01,N/A,-1.0,-1.0,none,5.47e-07
SN2012ar,0.02824,0.028536,0.807,0.006,16.942,0.066,1.3,0.2024,0.0202,-3.138e-05,CSPII,Ia,0.982,1,1,0.03300000000000125,0.006403124237432849,0.0,10.84,10.94,11.02,N/A,-1.0,-1.0,none,-5.251e-06
SN2012bl,0.0186933,0.0181998,1.08,0.016,16.038,0.07,2.7,0.0297,0.003,0.0001804,CSPII,Ia,0.977,0,1,0.04400000000000048,0.00848528137423857,0.0,9.85,10.09,10.24,N/A,-1.0,-1.0,none,4.327e-06
SN2012bo,0.0254133,0.0265314,1.154,0.007,16.781,0.062,0.3,0.0447,0.0045,3.8e-05,CSPII,Ia,0.983,0,1,0.011999999999996902,0.006403124237432849,0.0,10.15,10.32,10.4,N/A,-1.0,-1.0,none,-2.1109e-05
SN2012fr,0.0054533,0.0051291,1.109,0.004,12.855,0.012,-11.6,0.0177,0.0018,1.02e-05,CSPII,Ia,0.981,0,1,0.0129999999999999,0.0058309518948453,0.0,11.06,11.25,11.32,N1365,-1.0,0.06,c,-3.747e-06
SN2012gm,0.01478,0.013553,0.987,0.004,15.401,0.015,-7.5,0.0393,0.0039,1.633e-06,CSPII,Ia,0.977,0,1,0.17300000000000004,0.004242640687119285,0.0,9.9,10.01,10.08,N/A,-1.0,-1.0,none,2.679999999999998e-07
SN2012hd,0.0119433,0.0111341,0.888,0.004,15.053,0.019,-12.2,0.0228,0.0023,2.782e-06,CSPII,Ia,0.973,0,1,0.12299999999999933,0.0078102496759066544,0.0,10.38,10.44,10.54,N/A,-1.0,-1.0,none,5.649e-06
SN2012hr,0.0075567,0.0078716,0.973,0.001,14.217,0.009,-4.5,0.0389,0.0039,1.626e-06,CSPII,Ia,0.966,0,1,0.008999999999998565,0.004242640687119285,0.0,10.21,10.32,10.45,N/A,-1.0,-1.0,none,-3.9699999999999997e-07
SN2012ht,0.0035567,0.0046846,0.868,0.003,13.59,0.012,-11.3,0.0252,0.0025,1.829e-06,CSPII,Ia,,0,1,-0.016000000000000014,0.009899494936611667,0.0,8.06,8.06,8.06,N3347,-1.0,0.04,c,8.199999999999854e-08
SN2013E,0.0094067,0.0104565,1.129,0.004,14.396,0.026,10.3,0.0843,0.0084,1.901e-05,CSPII,Ia,0.951,0,1,0.07600000000000051,0.004242640687119285,0.0,9.83,9.96,9.99,N/A,-1.0,-1.0,none,-8.3105e-06
SN2013H,0.0154767,0.0158792,1.048,0.005,15.684,0.06,8.5,0.1134,0.0113,3.367e-05,CSPII,Ia,0.98,0,1,0.18599999999999994,0.006403124237432849,0.0,10.32,10.5,10.6,N/A,-1.0,-1.0,none,1.147e-05
SN2013M,0.03493,0.0357427,0.941,0.005,17.046,0.024,-5.1,0.0719,0.0072,-1.065e-05,CSPII,Ia,0.934,1,1,0.022999999999999687,0.013038404810405297,0.0,10.73,10.9,11.04,N/A,-1.0,-1.0,none,5.99e-06
SN2013U,0.0344833,0.0356518,1.213,0.011,17.082,0.076,7.1,0.0245,0.0025,-1.647e-05,CSPII,Ia-91T,0.842,1,1,0.1680000000000028,0.01,0.0,10.15,10.27,10.31,N/A,-1.0,-1.0,none,-1.3299999999999991e-06
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.921,0.012,-0.8,0.1458,0.0146,1.585e-06,CSPII,Ia,0.888,0,1,-0.0779999999999994,0.005,0.0,9.85,9.99,10.12,N/A,-1.0,-1.0,none,8.299999999999988e-08
SN2013ad,0.0363748,0.0358694,0.991,0.013,17.112,0.022,-2.7,0.3692,0.0369,-3.69e-05,CSPII,Ia,0.639,1,0,-0.08899999999999864,0.01,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none,2.6039999999999998e-05
SN2013aj,0.00912,0.0100653,0.794,0.005,14.588,0.02,-4.9,0.0316,0.0032,2.11e-06,CSPII,Ia,0.969,0,1,0.0519999999999996,0.009219544457292887,0.0,9.82,9.99,10.38,N/A,-1.0,-1.0,none,3.427999999999999e-06
SN2013as,0.0684526,0.0696439,1.007,0.021,18.988,0.076,9.6,0.0336,0.0034,-1.388e-05,CSPII,Ia,0.984,1,0,0.0009999999999976694,0.0658027355054484,0.0,8.43,8.59,8.95,N/A,-1.0,-1.0,none,-5.059999999999999e-06
SN2013ay,0.0157167,0.0156526,0.495,0.019,15.898,0.062,7.4,0.0622,0.0062,-6.52e-05,CSPII,Ia,0.953,0,1,0.5299999999999994,0.08348652585896721,0.0,10.64,10.72,10.82,N/A,-1.0,-1.0,none,-5.4080000000000004e-05
SN2013az,0.0372533,0.037464,0.767,0.028,17.485,0.094,2.4,0.0271,0.0027,-0.0003838,CSPII,Ia,0.972,1,0,0.08399999999999963,0.06940461079784253,0.0,10.93,10.99,11.07,N/A,-1.0,-1.0,none,5.700000000000003e-06
SN2013bc,0.02245,0.023528,0.482,0.022,17.244,0.084,0.7,0.0407,0.0041,6.104e-05,CSPII,Ia,0.98,0,1,0.7510000000000012,0.0658027355054484,0.0,10.28,10.47,10.55,N/A,-1.0,-1.0,none,-8.650999999999999e-06
SN2013bz,0.01915,0.0201818,1.15,0.009,15.893,0.03,-4.9,0.0377,0.0038,-7.854e-07,CSPII,Ia-91T,0.855,0,1,0.15399999999999991,0.009899494936611667,0.0,9.94,9.98,10.04,N/A,-1.0,-1.0,none,-4.879e-05
SN2013dy,0.003889,0.0028843,1.091,0.007,12.851,0.012,-9.5,0.132,0.0132,2.683e-05,,,,,,0.20899999999999963,0.005,0.0,9.09,9.09,9.09,N7250,-1.0,0.08,c,-2.789999999999998e-07
SN2013fy,0.0308467,0.0301903,1.17,0.011,16.936,0.097,7.3,0.023,0.0023,0.0001681,CSPII,Ia,0.985,1,1,0.022999999999999687,0.00848528137423857,0.0,10.77,10.86,10.96,N/A,-1.0,-1.0,none,-3.0946e-05
SN2013fz,0.0205933,0.0205517,1.016,0.004,16.134,0.061,5.3,0.0119,0.0012,2.046e-06,CSPII,Ia,0.98,0,1,0.004999999999999005,0.004242640687119285,0.0,10.61,10.69,10.77,N/A,-1.0,-1.0,none,7.739e-07
SN2013gv,0.0340967,0.0334585,0.846,0.008,17.411,0.028,-3.4,0.1434,0.0143,-2.495e-05,CSPII,Ia,0.973,1,1,-0.01799999999999713,0.012041594578792296,0.0,11.16,11.27,11.56,N/A,-1.0,-1.0,none,-2.0000000000000486e-07
SN2013gy,0.0140133,0.0135587,0.911,0.003,15.209,0.017,-12.4,0.0485,0.0049,2.229e-06,CSPII,Ia,0.976,0,1,-0.008000000000000895,0.006403124237432849,0.0,8.98,9.0,9.16,N/A,-1.0,-1.0,none,2.5870000000000004e-06
SN2013hn,0.01513,0.0160268,0.823,0.026,15.705,0.118,6.4,0.0529,0.0053,-0.0002312,CSPII,Ia,0.98,0,1,-0.06300000000000061,0.06661080993352356,0.0,10.84,10.99,11.07,N/A,-1.0,-1.0,none,-6.732e-05
SN2014I,0.0299933,0.0302041,0.913,0.003,17.014,0.016,-7.2,0.0207,0.0021,-2.413e-06,CSPII,Ia,0.98,1,1,0.012000000000000455,0.006403124237432849,0.0,10.76,10.9,11.31,N/A,-1.0,-1.0,none,2.1750000000000004e-06
SN2014Z,0.02126,0.0209246,0.992,0.03,16.199,0.085,3.0,0.0246,0.0025,-0.0002087,CSPII,Ia,0.983,0,1,-0.010000000000001563,0.060802960454241044,0.0,10.66,10.75,10.81,N/A,-1.0,-1.0,none,-1.2150000000000004e-05
SN2014ba,0.0058367,0.0049902,0.338,0.02,14.415,0.063,6.9,0.0102,0.001,-5.591e-05,CSPII,Ia-91bg,0.954,0,1,0.9439999999999991,0.09402127418834526,0.0,10.56,10.64,11.06,N/A,-1.0,-1.0,none,3.7699999999999995e-06
SN2014dl,0.0329433,0.0331433,1.206,0.011,16.848,0.026,-4.7,0.0547,0.0055,1.139e-05,CSPII,Ia-91T,0.694,1,0,0.019999999999999574,0.0078102496759066544,0.0,9.19,9.48,9.68,N/A,-1.0,-1.0,none,8.69e-06
SN2014dn,0.0221733,0.0221408,0.466,0.005,16.988,0.066,3.7,0.0161,0.0016,2.607e-06,CSPII,Ia,0.982,0,0,0.6529999999999987,0.01,0.0,10.58,10.65,10.72,N/A,-1.0,-1.0,none,-3.5830000000000003e-06
SN2014eg,0.01862,0.018331,1.177,0.01,15.818,0.04,-0.8,0.0257,0.0026,7.202e-05,CSPII,Ia-91T,0.947,0,1,0.2569999999999997,0.009219544457292887,0.0,11.47,11.62,11.73,N/A,-1.0,-1.0,none,-2.6147e-05
SN2015F,0.0048867,0.0052804,0.887,0.003,12.953,0.024,-14.7,0.1749,0.0175,1.599e-05,CSPII,Ia,0.987,0,1,0.05799999999999983,0.007211102550927979,0.0,10.97,10.97,10.97,N2442,-1.0,0.05,c,5.238e-06
SNhunt281,0.0040667,0.004706,0.693,0.003,14.006,0.017,-3.0,0.0454,0.0045,-4.832e-06,CSPII,Ia,0.947,0,1,0.04499999999999993,0.007071067811865475,0.0,9.66,9.75,9.85,N/A,-1.0,-1.0,none,-1.6239999999999996e-06
